scheme_code,scheme_name,isin_growth,isin_div_reinvestment
128452,Aditya Birla Sun Life Fixed Term Plan - Series KQ (1119 days) - Direct Plan-Normal Dividend,,
128839,Reliance Fixed Horizon Fund- XXVI- Series 8- Direct Plan - Dividend Payout Option,,
128453,Aditya Birla Sun Life Fixed Term Plan - Series KQ (1119 days) - Direct Plan-Quarterly Dividend,,
128840,Reliance Fixed Horizon Fund- XXVI- Series 9- Dividend payout Option,,
128454,Aditya Birla Sun Life Fixed Term Plan - Series KQ (1119 days) - Direct Plan-Growth,,
128841,Reliance Fixed Horizon Fund- XXVI- Series 9- Direct Plan - Growth Option,,
128455,Aditya Birla Sun Life Fixed Term Plan - Series KQ (1119 days) - Regular Plan-Normal Dividend,,
128843,Reliance Fixed Horizon Fund- XXVI- Series 9- Growth Option,,
128456,Aditya Birla Sun Life Fixed Term Plan - Series KQ (1119 days) - Regular Plan-Growth,,
128848,Reliance Fixed Horizon Fund- XXVI- Series 11- Dividend payout Option,,
128457,Aditya Birla Sun Life Fixed Term Plan - Series KQ (1119 days) - Regular Plan-Quarterly Dividend,,
128849,Reliance Fixed Horizon Fund- XXVI- Series 11- Direct Plan - Dividend Payout Option,,
128458,Reliance Fixed Horizon Fund - XXVI - Series 4-Growth Option,,
128850,Reliance Fixed Horizon Fund- XXVI- Series 11- Growth Option,,
128459,Reliance Fixed Horizon Fund - XXVI - Series 4-Dividend payout Option,,
128851,Reliance Fixed Horizon Fund- XXVI- Series 11- Direct Plan - Growth Option,,
128460,Reliance Fixed Horizon Fund - XXVI - Series 4-Direct Plan - Growth Option,,
128852,HSBC Fixed Term Series 109 - Growth Option,,
128461,Reliance Fixed Horizon Fund - XXVI - Series 4-Direct Plan - Dividend Payout Option,,
128853,HSBC Fixed Term Series 109 - Dividend Option,,
128474,IDFC FTP S-88(1175 Days)_Direct Plan_Growth,,
128854,HSBC Fixed Term Series 109 - Direct Plan Growth Option,,
128856,LIC NOMURA MF FIXED MATURITY PLAN SERIES 79-DIRECT PLAN-DIVIDEND PAYOUT,,
128475,IDFC FTP S-88(1175 Days)_Regular Plan_Growth,,
128478,IDFC FTP S-88(1175 Days)_Regular Plan_Quaterly Dividend,,
128857,LIC NOMURA MF FIXED MATURITY PLAN SERIES 79-REGULAR PLAN-GROWTH,,
128858,LIC NOMURA MF FIXED MATURITY PLAN SERIES 79-REGULAR PLAN-DIVIDEND PAYOUT,,
128479,IDFC FTP S-88(1175 Days)_Regular Plan_Periodic Dividend,,
128859,LIC NOMURA MF FIXED MATURITY PLAN SERIES 79-DIRECT PLAN-GROWTH,,
128486,Aditya Birla Sun Life Fixed Term Plan - Series KR (1124 days) - Direct Plan-Growth,,
128860,Baroda Pioneer Fixed Maturity Plan - Series N - Plan A - Dividend Payout,,
128487,Aditya Birla Sun Life Fixed Term Plan - Series KR (1124 days) - Regular Plan-Normal Dividend,,
128861,Baroda Pioneer Fixed Maturity Plan - Series N - Plan A - Growth,,
128488,Aditya Birla Sun Life Fixed Term Plan - Series KR (1124 days) - Regular Plan-Quarterly Dividend,,
128862,Baroda Pioneer Fixed Maturity Plan - Series N - Plan B (Direct) - Growth,,
128489,Aditya Birla Sun Life Fixed Term Plan - Series KR (1124 days) - Regular Plan-Growth,,
128868,Kotak FMP Series 151 (388 Days) - Growth,,
128490,Aditya Birla Sun Life Fixed Term Plan - Series KR (1124 days) - Direct Plan-Normal Dividend,,
128869,Kotak FMP Series 151 (388 Days) - Dividend,,
128492,ICICI Prudential Multiple Yield Fund - Series 6 - 1825 Days - Plan C - Cumulative,,
128871,Kotak FMP Series 151 (388 Days) - Direct Growth,,
128493,ICICI Prudential Multiple Yield Fund - Series 6 - 1825 Days - Plan C -Dividend,,
128872,Kotak FMP Series 152 (368 Days) - Growth,,
128494,ICICI Prudential Multiple Yield Fund - Series 6 - 1825 Days - Plan C - Direct Plan - Cumulative,,
128873,Kotak FMP Series 152 (368 Days) - Direct Growth,,
128495,ICICI Prudential Multiple Yield Fund - Series 6 - 1825 Days - Plan C - Direct Plan - Dividend,,
128876,UTI FTIF Series XVIII -IV (366 DAYS) - Growth Option - Direct,,
128496,ICICI Prudential Fixed Maturity Plan-Series 73-378 Days Plan O - Direct Plan - Cumulative,,
128877,UTI FTIF Series XVIII -IV (366 DAYS)-Annual Div Option,,
128497,ICICI Prudential Fixed Maturity Plan-Series 73-378 Days Plan O - Direct Plan - Dividend,,
128878,UTI FTIF Series XVIII -IV (366 DAYS)-Annual Div Option - Direct,,
128498,ICICI Prudential Fixed Maturity Plan-Series 73-378 Days Plan O - Cumulative,,
128879,UTI FTIF Series XVIII -IV (366 DAYS)-Quarterly Div Option,,
128499,ICICI Prudential Fixed Maturity Plan-Series 73-378 Days Plan O - Dividend,,
128880,UTI FTIF Series XVIII -IV (366 DAYS)-Quarterly Div Option - Direct,,
128504,Aditya Birla Sun Life Fixed Term Plan - Series KS (1100 days) - Direct Plan-Normal Dividend,,
128881,UTI FTIF Series XVIII -IV (366 DAYS)-Maturity Div Option,,
128506,Aditya Birla Sun Life Fixed Term Plan - Series KS (1100 days) - Direct Plan-Growth,,
128882,UTI FTIF Series XVIII -IV (366 DAYS)-Maturity Div Option - Direct,,
128507,Aditya Birla Sun Life Fixed Term Plan - Series KS (1100 days) - Regular Plan-Normal Dividend,,
128508,Aditya Birla Sun Life Fixed Term Plan - Series KS (1100 days) - Regular Plan-Quarterly Dividend,,
128883,UTI FTIF Series XVIII -IV (366 DAYS)-Flexi Div Option,,
128509,Aditya Birla Sun Life Fixed Term Plan - Series KS (1100 days) - Regular Plan-Growth,,
128885,UTI FTIF Series XVIII -IV (366 DAYS)- Growth Option,,
128510,L&T FMP Series X - Plan Q (1511 days) - Regular Plan - Dividend (Payout) Option,,
128511,L&T FMP Series X - Plan Q (1511 days) - Regular Plan - Growth,,
128886,UTI-FMP-Yearly Series March 2014 - Growth Option,,
128887,UTI-FMP-Yearly Series March 2014 - Growth Option - Direct,,
128512,L&T FMP Series X - Plan Q (1511 days) - Direct Plan - Dividend (Payout) Option,,
128888,UTI-FMP-Yearly Series March 2014 - Dividend Option,,
128513,L&T FMP Series X - Plan Q (1511 days) - Direct Plan - Growth,,
128889,UTI-FMP-Yearly Series March 2014 - Dividend Option - Direct,,
128514,L&T FMP Series X - Plan R (1506 days) - Direct Plan - Dividend (Payout)  Option,,
128515,L&T FMP Series X - Plan R (1506 days) - Regular Plan - Growth,,
128890,Aditya Birla Sun Life Fixed Term Plan - Series KX (1475 days) - Direct Plan-Normal Dividend,,
128892,Aditya Birla Sun Life Fixed Term Plan - Series KX (1475 days) - Direct Plan-Growth,,
128516,L&T FMP Series X - Plan R (1506 days) - Direct Plan - Growth,,
128893,Aditya Birla Sun Life Fixed Term Plan - Series KX (1475 days) - Regular Plan-Normal Dividend,,
128517,L&T FMP Series X - Plan R (1506 days) - Regular Plan - Dividend (Payout) Option,,
128894,Aditya Birla Sun Life Fixed Term Plan - Series KX (1475 days) - Regular Plan-Quarterly Dividend,,
128518,Invesco India Fixed Maturity Plan - Series 23 - Plan E (382 Days) - Direct Plan - Growth Option,,
128895,Aditya Birla Sun Life Fixed Term Plan - Series KX (1475 days) - Regular Plan-Growth,,
128520,Invesco India Fixed Maturity Plan - Series 23 - Plan E (382 Days) - Regular Plan - Growth Option,,
128896,Birla Sun Life Fixed Term Plan - Series KY (369 days) - Regular Plan-Growth,,
128521,Religare Invesco Fixed Maturity Plan - Series 23 - Plan E (382 Days) - Regular Plan - Dividend Payout Option,,
128897,Birla Sun Life Fixed Term Plan - Series KY (369 days) - Regular Plan-Normal Dividend,,
128535,JM Fixed Maturity Fund - Series XXIV - Plan C (JM FMF - XXIV - C) - (Direct) Growth option,,
128901,Birla Sun Life Fixed Term Plan - Series KY (369 days) - Direct Plan-Growth,,
128537,JM Fixed Maturity Fund - Series XXIV - Plan C (JM FMF - XXIV - C) - Growth option,,
128902,Kotak FMP Series 153 (790 Days) - Dividend,,
128538,HDFC FMP 3360D March 2014 (1) - IDCW Option - Direct Plan,,
128904,Kotak FMP Series 153 (790 Days) - Growth,,
128539,HDFC FMP 3360D March 2014 (1) - Flexi Option - Direct Plan,,
128540,HDFC FMP 3360D March 2014 (1) - IDCW Option,,
128905,Kotak FMP Series 153 (790 Days) - Direct Growth,,
128906,Kotak FMP Series 154 (390 Days) - Growth,,
128541,HDFC FMP 3360D March 2014 (1) - Flexi Option,,
128907,Kotak FMP Series 154 (390 Days) - Dividend,,
128908,Kotak FMP Series 154 (390 Days) - Direct Dividend,,
128542,HDFC FMP 3360D March 2014 (1) - Growth Option,,
128909,Kotak FMP Series 154 (390 Days) - Direct Growth,,
128543,HDFC FMP 3360D March 2014 (1) - Quarterly IDCW Option,,
128910,PRINCIPAL PNB FIXED MATURITY PLAN-SERIES B15-REGULAR PLAN-DIVIDEND PAYOUT,,
128544,HDFC FMP 3360D March 2014 (1) - Growth Option - Direct Plan,,
128911,PRINCIPAL PNB FIXED MATURITY PLAN-SERIES B15-DIRECT PLAN-GROWTH,,
128545,HDFC FMP 3360D March 2014 (1) - Quarterly IDCW Option - Direct Plan,,
128913,PRINCIPAL PNB FIXED MATURITY PLAN-SERIES B15-REGULAR PLAN-GROWTH,,
128546,IDFC FTP-S 89(742 Days)_Regular Plan_Growth,,
128914,HDFC FMP 366D March 2014 (2)-Regular Option-Growth Option,,
128549,IDFC FTP-S 89(742 Days)_Direct Plan_Growth,,
128915,HDFC FMP 366D March 2014 (2)-Direct Option-Growth Option,,
128550,IDFC FTP-S 89(742 Days)_Regular Plan_Quarterly Dividend,,
128551,IDFC FTP-S 89(742 Days)_Regular Plan_Half Yearly Dividend,,
128916,HDFC FMP 366D March 2014 (2)-Direct Option-Dividend Option,,
128553,IDFC FTP-S 89(742 Days)_Direct Plan_Periodic Dividend,,
128917,HDFC FMP 366D March 2014 (2)-Regular Option-Quarterly Dividend Option,,
128554,UTI FTIF Series XVIII -I (400 DAYS)-Quarterly Div Option,,
128918,HDFC FMP 366D March 2014 (2)-Regular Option-Flexi Option,,
128555,UTI FTIF Series XVIII -I (400 DAYS)-Maturity Div Option,,
128919,HDFC FMP 366D March 2014 (2)-Regular Option-Dividend Option,,
128556,UTI FTIF Series XVIII -I (400 DAYS)-Maturity Div Option - Direct,,
128920,HDFC FMP 366D March 2014 (2)-Direct Option-Quarterly Dividend Option,,
128557,UTI FTIF Series XVIII -I (400 DAYS)-Growth Option,,
128921,HDFC FMP 366D March 2014 (2)-Direct Option-Flexi Option,,
128922,HDFC FMP 377D March 2014 (1)-Regular Option-Growth Option,,
128558,UTI FTIF Series XVIII -I (400 DAYS)-Growth Option - Direct,,
128559,UTI FTIF Series XVIII -I (400 DAYS)-Annual Div Option,,
128923,HDFC FMP 377D March 2014 (1)-Regular Option-Dividend Option,,
128560,UTI FTIF Series XVIII -I (400 DAYS)-Quarterly Div Option - Direct,,
128924,HDFC FMP 377D March 2014 (1)-Regular Option-Quarterly Dividend Option,,
128564,UTI FTIF Series XVIII -II (1825 DAYS)-Annual Div Option,,
128565,UTI FTIF Series XVIII -II (1825 DAYS)-Flexi Div Option,,
128925,HDFC FMP 377D March 2014 (1)-Regular Option-Flexi Option,,
128567,UTI FTIF Series XVIII -II (1825 DAYS) - Growth Option - Direct,,
128926,HDFC FMP 377D March 2014 (1)-Direct Option-Dividend Option,,
128927,HDFC FMP 377D March 2014 (1)-Direct Option-Quarterly Dividend Option,,
128568,UTI FTIF Series XVIII -II (1825 DAYS)-Annual Div Option - Direct,,
128928,HDFC FMP 377D March 2014 (1)-Direct Option-Flexi Option,,
128569,UTI FTIF Series XVIII -II (1825 DAYS)-Quarterly Div Option,,
128929,HDFC FMP 377D March 2014 (1)-Direct Option-Growth Option,,
128570,UTI FTIF Series XVIII -II (1825 DAYS)-Quarterly Div Option - Direct,,
128931,SBI DEBT FUND SERIES A - 16 DIRECT PLAN - GROWTH,,
128571,UTI FTIF Series XVIII -II (1825 DAYS)-Maturity Div Option,,
128933,SBI DEBT FUND SERIES A - 16 REGULAR PLAN - GROWTH,,
128573,UTI FTIF Series XVIII -II (1825 DAYS)- Growth Option,,
128934,IDFC FTP S -90(728 Days)_Direct Plan_Growth,,
128574,Kotak FMP Series 147 (384 Days) - Growth,,
128936,IDFC FTP S -90(728 Days)_Regular Plan_Growth,,
128575,Kotak FMP Series 147 (384 Days) - Direct Growth,,
128937,IDFC FTP S -90(728 Days)_Regular Plan_Quaterly Dividend,,
128576,Kotak FMP Series 147 (384 Days) - Dividend,,
128938,IDFC FTP S -90(728 Days)_Direct Plan_Half Yearly Dividend,,
128578,Kotak FMP Series 148 (388 Days) - Growth,,
128940,IDFC FTP S -90(728 Days)_Regular Plan_Half Yearly Dividend,,
128579,Kotak FMP Series 148 (388 Days) - Direct Growth,,
128941,IDFC FTP S -90(728 Days)_Regular Plan_Periodic Dividend,,
128580,Kotak FMP Series 148 (388 Days) - Dividend,,
128942,DSP BlackRock FMP - Series 161 - 12M (Maturity Date 27 April 2017) - Direct Plan - Dividend Payout - Quarterly Payout,,
128582,L&T FMP Series X - Plan S (1500 days) - Direct Plan - Dividend,,
128943,DSP BlackRock FMP - Series 161 - 12M (Maturity Date 27 April 2017) - Regular Plan - Growth,,
128583,L&T FMP Series X - Plan S (1500 days) - Regular Plan - Dividend (Payout) Option,,
128944,DSP BlackRock FMP - Series 161 - 12M (Maturity Date 27 April 2017)- Direct Plan - Dividend Payout - Regular Payout,,
128584,L&T FMP Series X - Plan S (1500 days) - Direct Plan - Growth,,
128945,DSP BlackRock FMP - Series 161 - 12M (Maturity Date 27 April 2017) - Direct Plan - Growth,,
128585,L&T FMP Series X - Plan S (1500 days) - Regular Plan - Growth,,
128946,DSP BlackRock FMP - Series 161 - 12M (Maturity Date 27 April 2017) - Regular Plan - Dividend Payout - Quarterly Payout,,
128586,L&T FMP Series X - Plan T (1500 days) - Direct Plan - Dividend (Payout)  Option,,
128947,DSP BlackRock FMP - Series 161 - 12M (Maturity Date 27 April 2017) - Regular Plan - Dividend Payout - Regular Payout,,
128587,L&T FMP Series X - Plan T (1500 days) - Direct Plan - Growth,,
128950,Axis Short Term Fund - Regular Plan - Bonus Option,,
128588,L&T FMP Series X - Plan T (1500 days) - Regular Plan - Growth,,
128952,Axis Banking & PSU Debt Fund - Direct Plan - Bonus Option,,
128953,Axis Banking & PSU Debt Fund - Bonus Option,,
128589,L&T FMP Series X - Plan T (1500 days) - Regular Plan - Dividend (Payout) Option,,
128954,Axis Liquid Fund - Direct plan - Bonus Option,,
128590,Reliance Fixed Horizon Fund - XXVI- Series 5- Growth Option,,
128957,Axis Gilt Fund - Direct Plan - Bonus Option,,
128591,Reliance Fixed Horizon Fund - XXVI- Series 5- Dividend payout Option,,
128592,Reliance Fixed Horizon Fund - XXVI- Series 5- Direct Plan - Growth Option,,
128958,Axis Strategic Bond Fund - Bonus Option,,
128598,HDFC FMP 390D March 2014 (1) - Direct Option-Flexi Option,,
128961,Axis Treasury Advantage Fund - Direct Plan - Bonus Option,,
128599,HDFC FMP 390D March 2014 (1) - Direct Option-Dividend Option,,
128962,ING Gilt Fund Provident Fund - Dynamic Plan-Cyclical Series Option 2014,,
128600,HDFC FMP 390D March 2014 (1) - Direct Option-Growth Option,,
128963,ING Gilt Fund- Provident Fund -Dynamic Plan - Direct Plan  - Cyclical Series Option 2014,,
128601,HDFC FMP 390D March 2014 (1) - Direct Option-Quarterly Dividend Option,,
128964,Reliance Fixed Horizon Fund- XXVI- Series 12- Growth Option,,
128602,HDFC FMP 390D March 2014 (1) - Regular Option-Dividend Option,,
128965,Reliance Fixed Horizon Fund- XXVI- Series 12- Dividend payout Option,,
128603,HDFC FMP 390D March 2014 (1) - Regular Option-Flexi Option,,
128966,Reliance Fixed Horizon Fund- XXVI- Series 12- Direct Plan - Growth Option,,
128604,HDFC FMP 390D March 2014 (1) - Regular Option-Growth Option,,
128967,Reliance Fixed Horizon Fund- XXVI- Series 12- Direct Plan - Dividend Payout Option,,
128605,HDFC FMP 390D March 2014 (1) - Regular Option-Quarterly Dividend Option,,
128968,Aditya Birla Sun Life Fixed Term Plan - Series KZ (1103 days)  - Direct Plan-Quarterly Dividend,,
128606,HDFC FMP 369D March 2014 (2) - Direct Option-Dividend Option,,
128969,Aditya Birla Sun Life Fixed Term Plan - Series KZ (1103 days)  - Direct Plan-Growth,,
128607,HDFC FMP 369D March 2014 (2) - Direct Option-Growth Option,,
128970,Aditya Birla Sun Life Fixed Term Plan - Series KZ (1103 days)  - Regular Plan-Normal Dividend,,
128608,HDFC FMP 369D March 2014 (2) - Direct Option-Quarterly Dividend Option,,
128971,Aditya Birla Sun Life Fixed Term Plan - Series KZ (1103 days)  - Regular Plan-Quarterly Dividend,,
128609,HDFC FMP 369D March 2014 (2) - Regular Option-Dividend Option,,
128972,Aditya Birla Sun Life Fixed Term Plan - Series KZ (1103 days) - Regular Plan-Growth,,
128610,HDFC FMP 369D March 2014 (2) - Regular Option-Flexi Option,,
128973,Aditya Birla Sun Life Fixed Term Plan - Series KZ (1103 days)  - Direct Plan-Normal Dividend,,
128611,HDFC FMP 369D March 2014 (2) - Regular Option-Growth Option,,
128974,DSP BlackRock FMP - Series 162 - 12M (Maturity Date 27 April 2017) - Direct Plan - Dividend Payout - Regular Payout,,
128612,HDFC FMP 369D March 2014 (2) - Regular Option-Quarterly Dividend Option,,
128975,DSP BlackRock FMP - Series 162 - 12M (Maturity Date 27 April 2017) - Direct Plan - Growth,,
128613,HDFC FMP 369D March 2014 (2) - Direct Option-Flexi Option,,
128976,DSP BlackRock FMP - Series 162 - 12M - (Maturity Date 27 April 2017) - Regular Plan - Dividend Payout - Quarterly Payout,,
128614,DWS FIXED MATURITY PLAN - SERIES 60 - DIRECT PLAN -ANNUAL DIVIDEND,,
128977,DSP BlackRock FMP - Series 162 - 12M (Maturity Date 27 April 2017) - Regular Plan - Dividend Payout - Regular Payout,,
128615,DWS FIXED MATURITY PLAN - SERIES 60 - DIRECT PLAN -GROWTH,,
128978,DSP BlackRock FMP - Series 162 - 12M (Maturity Date 27 April 2017) - Regular Plan - Growth,,
128618,DWS FIXED MATURITY PLAN - SERIES 60 - REGULAR PLAN -REGULAR DIVIDEND,,
128979,DSP BlackRock FMP - Series 162 - 12M (Maturity Date 27 April 2017) - Direct Plan - Dividend Payout - Quarterly Payout,,
128619,DWS FIXED MATURITY PLAN- SERIES 60 - REGULAR PLAN -ANNUAL DIVIDEND,,
128980,Tata FMP Series 47 Scheme J - Direct Plan - Dividend Option ( Payout),,
128621,DWS FIXED MATURITY PLAN - SERIES 60 - REGULAR PLAN -GROWTH,,
128981,Tata FMP Series 47 Scheme J - Plan A -Growth Option,,
128626,HDFC Banking and PSU Debt Fund - IDCW Option - Direct Plan,INF179KA1JA8,INF179KA1JB6
128982,Tata FMP Series 47 Scheme J - Plan A -Dividend Option ( Payout),,
128627,HDFC Banking and PSU Debt Fund - IDCW Option,INF179KA1JD2,INF179KA1JE0
128983,Tata FMP Series 47 Scheme J - Direct Plan -Growth Option,,
128628,HDFC Banking and PSU Debt Fund - Growth Option,INF179KA1JC4,
128984,Reliance Dual Advantage Fixed Tenure Fund V- Plan G- Growth Option,,
128985,Reliance Dual Advantage Fixed Tenure Fund V- Plan G- Dividend Payout Option,,
128629,HDFC Banking and PSU Debt Fund - Growth Option - Direct Plan,INF179KA1IZ7,
128986,Reliance Dual Advantage Fixed Tenure Fund V- Plan G- Direct Plan - Growth Option,,
128635,Reliance Fixed Horizon Fund- XXVI- Series 6-  Growth Option,,
128636,Reliance Fixed Horizon Fund- XXVI- Series 6- Dividend payout Option,,
128987,Reliance Dual Advantage Fixed Tenure Fund V- Plan G- Direct Plan - Dividend Payout Option,,
128637,Reliance Fixed Horizon Fund- XXVI- Series 6- Direct Plan - Growth Option,,
128989,ICICI Prudential Fixed Maturity Plan-Corporate Bond Series A-750 Days - Cumulative Option,,
128638,Reliance Fixed Horizon Fund- XXVI- Series 6- Direct Plan - Dividend Payout Option,,
128991,ICICI Prudential Fixed Maturity Plan-Corporate Bond Series A-750 Days - Direct Plan-Cumulative Option,,
128639,Nippon India ETF Nifty Dividend Opportunities 50,INF204KA1MS3,
128993,Invesco India Fixed Maturity Plan - Series 23 - Plan H (370 Days) - Direct Plan - Growth Option,,
128642,Aditya Birla Sun Life Fixed Term Plan - Series KT (1119 days) - Direct Plan-Growth,,
128994,Invesco India Fixed Maturity Plan - Series 23 - Plan H (370 Days) - Regular Plan - Growth Option,,
128995,Invesco India Fixed Maturity Plan - Series 23 - Plan H (370 Days) - Regular Plan - Dividend Payout Option,,
128643,Aditya Birla Sun Life Fixed Term Plan - Series KT (1119 days) - Regular Plan-Normal Dividend,,
128996,DSP BlackRock FMP - Series 163 - 12M (Maturity Date 27 April 2017) - Regular Plan - Growth,,
128644,Aditya Birla Sun Life Fixed Term Plan - Series KT (1119 days) - Regular Plan-Quarterly Dividend,,
128997,DSP BlackRock FMP - Series 163 - 12M (Maturity Date 27 April 2017) - Direct Plan - Dividend Payout - Quarterly Payout,,
128645,Aditya Birla Sun Life Fixed Term Plan - Series KT (1119 days) - Regular Plan-Growth,,
128998,DSP BlackRock FMP - Series 163 - 12M (Maturity Date 27 April 2017)  - Direct Plan - Dividend Payout - Regular Payout,,
128646,ICICI Prudential Fixed Maturity Plan-Series 73-376 Days Plan Q - Direct Plan - Cumulative,,
128999,DSP BlackRock FMP - Series 163 - 12M (Maturity Date 27 April 2017) - Direct Plan - Growth,,
128648,ICICI Prudential Fixed Maturity Plan-Series 73-376 Days Plan Q - Cumulative,,
129000,DSP BlackRock FMP - Series 163 - 12M (Maturity Date 27 April 2017) - Regular Plan - Dividend Payout - Quarterly Payout,,
128649,ICICI Prudential Fixed Maturity Plan-Series 73-376 Days Plan Q - Dividend,,
129001,DSP BlackRock FMP - Series 163 - 12M (Maturity Date 27 April 2017)  - Regular Plan - Dividend Payout - Regular Payout,,
128650,ICICI Prudential Fixed Maturity Plan-Series 73-369 Days Plan P- Direct Plan - Cumulative,,
129006,Franklin India Banking & PSU Debt Fund - Growth,INF090I01KO5,
128651,ICICI Prudential Fixed Maturity Plan-Series 73-369 Days Plan P- Direct Plan - Dividend,,
129007,Franklin India Banking and PSU Debt Fund - IDCW ,INF090I01KP2,INF090I01KQ0
128652,ICICI Prudential Fixed Maturity Plan-Series 73-369 Days Plan P- Cumulative,,
129008,Franklin India Banking & PSU Debt Fund - Direct - Growth,INF090I01KR8,
128653,ICICI Prudential Fixed Maturity Plan-Series 73-369 Days Plan P- Dividend,,
129009,Franklin India Banking and PSU Debt Fund - Direct - IDCW ,INF090I01KS6,INF090I01KT4
128657,DWS FIXED MATURITY PLAN - SERIES 61 - REGULAR PLAN -GROWTH,,
129010,IDFC FTP S -91(1158 Days)_Regular Plan_ Periodic Dividend,,
128659,DWS FIXED MATURITY PLAN - SERIES 61 - DIRECT PLAN -GROWTH,,
129011,IDFC FTP S -91(1158 Days)_Direct Plan_ Growth,,
128660,DWS FIXED MATURITY PLAN - SERIES 61 - REGULAR PLAN -QUARTERLY DIVIDEND,,
129015,IDFC FTP S -91(1158 Days)_Regular Plan_ Growth,,
128661,UTI FTIF Series XVIII -III (367 DAYS)- Growth Option,,
129016,IDFC FTP S -91(1158 Days)_Regular Plan_ Half Yearly Dividend,,
128662,UTI FTIF Series XVIII -III (367 DAYS) - Growth Option - Direct,,
129017,IDFC FTP S -91(1158 Days)_Regular Plan_ Quaterly Dividend,,
128663,UTI FTIF Series XVIII -III (367 DAYS)-Annual Div Option,,
129018,Reliance Fixed Horizon Fund- XXVI- Series 13- Growth Option,,
128665,UTI FTIF Series XVIII -III (367 DAYS)-Maturity Div Option - Direct,,
129019,Reliance Fixed Horizon Fund- XXVI- Series 13- Dividend payout Option,,
128667,UTI FTIF Series XVIII -III (367 DAYS)-Annual Div Option - Direct,,
129020,Reliance Fixed Horizon Fund- XXVI- Series 13- Direct Plan - Growth Option,,
128668,UTI FTIF Series XVIII -III (367 DAYS)-Quarterly Div Option,,
129021,Reliance Fixed Horizon Fund- XXVI- Series 13- Direct Plan - Dividend Payout Option,,
128669,UTI FTIF Series XVIII -III (367 DAYS)-Quarterly Div Option - Direct,,
129022,ICICI Prudential Fixed Maturity Plan-Series 74-370 Days Plan A - Direct Plan - Cumulative,,
128670,UTI FTIF Series XVIII -III (367 DAYS)-Flexi Div Option - Direct,,
129023,ICICI Prudential Fixed Maturity Plan-Series 74-370 Days Plan A - Direct Plan - Dividend,,
128671,SBI DEBT FUND SERIES A - 13 REGULAR PLAN - GROWTH,,
129024,ICICI Prudential Fixed Maturity Plan-Series 74-370 Days Plan A - Cumulative,,
128674,SBI DEBT FUND SERIES A - 13 DIRECT PLAN - GROWTH,,
129025,ICICI Prudential Fixed Maturity Plan-Series 74-370 Days Plan A - Dividend,,
128675,IDBI FMP - Series IV - 376 Days (March 2014) - L Growth Regular,,
129026,ICICI Prudential Fixed Maturity Plan-Series 74-369 Days Plan B - Cumulative,,
128676,IDBI FMP - Series IV - 376 Days (March 2014) - L Dividend Direct,,
129027,ICICI Prudential Fixed Maturity Plan-Series 74-369 Days Plan B - Dividend,,
128677,IDBI FMP - Series IV - 376 Days (March 2014) - L Dividend Regular,,
129028,ICICI Prudential Fixed Maturity Plan-Series 74-369 Days Plan B - Direct Plan - Cumulative,,
128678,IDBI FMP - Series IV - 376 Days (March 2014) - L Growth Direct,,
129029,ICICI Prudential Fixed Maturity Plan-Series 74-369 Days Plan B - Direct Plan - Dividend,,
128685,Reliance Fixed Horizon Fund- XXVI- Series 7- Dividend payout Option,,
129030,Kotak FMP Series 155 (370 Days) - Growth,,
128686,Reliance Fixed Horizon Fund- XXVI- Series 7- Direct Plan - Dividend Payout Option,,
129032,Kotak FMP Series 155 (370 Days) - Direct Growth,,
128687,Reliance Fixed Horizon Fund- XXVI- Series 7- Growth Option,,
129033,Kotak FMP Series 155 (370 Days) - Dividend,,
128688,Reliance Fixed Horizon Fund- XXVI- Series 7- Direct Plan - Growth Option,,
129034,Kotak FMP Series 156 (370 Days) - Direct Growth,,
128689,Reliance Dual Advantage Fixed Tenure Fund V - Plan F- Growth Option,,
129035,Kotak FMP Series 156 (370 Days) - Dividend,,
128690,Reliance Dual Advantage Fixed Tenure Fund V - Plan F- Direct Plan - Growth Option,,
129036,Kotak FMP Series 156 (370 Days) - Growth,,
128691,Reliance Dual Advantage Fixed Tenure Fund V - Plan F- Direct Plan - Dividend Payout Option,,
129037,Kotak FMP Series 156 (370 Days) - Direct Dividend,,
128692,Reliance Dual Advantage Fixed Tenure Fund V - Plan F- Dividend Payout Option,,
129042,Tata FMP Series 47 Scheme F - Plan A -Growth Option,,
128693,SBI DEBT FUND SERIES A - 14 DIRECT PLAN - GROWTH,,
129043,Tata FMP Series 47 Scheme F - Plan A -Dividend Option ( Payout),,
128695,SBI DEBT FUND SERIES A - 14 REGULAR PLAN - GROWTH,,
129044,Tata FMP Series 47 Scheme F - Direct Plan -Growth Option,,
128697,Religare Invesco Fixed Maturity Plan - Series 23 - Plan F (367 Days) - Regular Plan - Growth Option,,
129045,Tata FMP Series 47 Scheme F - Direct Plan - Dividend Option ( Payout),,
128700,Religare Invesco Fixed Maturity Plan - Series 23 - Plan F (367 Days) - Direct Plan - Growth Option,,
129046,Motilal Oswal Flexi cap Fund Direct Plan-Growth Option,INF247L01502,
128701,SBI DEBT FUND SERIES A - 15 DIRECT PLAN - DIVIDEND,,
129047,Motilal Oswal Flexi Cap Fund Direct - IDCW Payout/Reinvestment,INF247L01528,INF247L01510
128702,SBI DEBT FUND SERIES A - 15 DIRECT PLAN - GROWTH,,
129048,Motilal Oswal Flexi Cap Fund Regular Plan-Growth Option,INF247L01478,
