scheme_code,scheme_name,isin_growth,isin_div_reinvestment
105828,Tata Fixed Horizon Fund Series 10 Scheme F - Institutional Plan - Periodic Dividend,,
105520,UTI Fixed Maturity Plan Quarterly April 2007 Series I - Growth Option,,
105829,Tata Fixed Horizon Fund Series 10 Scheme F - Regular Plan - Growth,,
105521,ICICI Prudential FMP series 38 - 3 Mths Plan A - Retail Dividend Option,,
105830,Tata Fixed Horizon Fund Series 10 Scheme F - Regular Plan - Monthly Dividend,,
105522,ICICI Prudential FMP series 38 - 3 Mths Plan A - Retail Growth Option,,
105831,Tata Fixed Horizon Fund Series 10 Scheme F - Regular Plan - Periodic Dividend,,
105523,Franklin Templeton Capital Protection Oriented Fund - 3 Years Plan - Growth,,
105832,Tata Fixed Horizon Fund Series 12 Scheme A - Institutional Plan - Periodic Dividend,,
105524,Franklin Templeton Capital Protection Oriented Fund - 3 Years Plan - Dividend,,
105833,Tata Fixed Horizon Fund Series 12 Scheme A - Institutional Plan - Growth,,
105525,Franklin Templeton Capital Protection Oriented Fund - 5 Years Plan - Growth,,
105834,Tata Fixed Horizon Fund Series 12 Scheme A - Regular Plan - Growth,,
105526,Franklin Templeton Capital Protection Oriented Fund - 5 Years Plan - Dividend,,
105835,Tata Fixed Horizon Fund Series 12 Scheme A - Regular Plan - Periodic Dividend,,
105527,Kotak FMP 3M Series 15 - Dividend,,
105836,SBI DEBT FUND SERIES - 90 DAYS - 12 (29/05/2007) DIVIDEND,,
105528,Kotak FMP 3M Series 15 - Growth,,
105837,SBI DEBT FUND SERIES - 90 DAYS - 12 (29/05/2007) GROWTH,,
105529,Kotak FMP 3M Series 16 - Growth,,
105838,UTI Fixed Maturity Plan Half Yearly Series May 2007 - Instituitional Growth Option,,
105530,Kotak FMP 3M Series 16 - Dividend,,
105839,UTI Fixed Maturity Plan Half Yearly Series May 2007 - Institutional Income Option,,
105531,ABN AMRO Fixed Term Plan - Series 7 - Quarterly Plan A - Growth Option,,
105840,UTI Fixed Maturity Plan Half Yearly Series May 2007- Growth Option,,
105532,ABN AMRO Fixed Term Plan - Series 7 - Quarterly Plan A - Monthly Dividend Option,,
105841,UTI Fixed Maturity Plan Half Yearly Series May 2007 - Income Option,,
105533,ABN AMRO Fixed Term Plan - Series 7 - Quarterly Plan A - Dividend on Maturity Option,,
105842,UTI Fixed Maturity Plan Quarterly May2007 Series II Institutional Growth Option,,
105534,ABN AMRO Fixed Term Plan - Series 7 - Quarterly Plan B - Growth Option,,
105843,UTI Fixed Maturity Plan Quarterly May2007 Series II - Income Option,,
105535,ABN AMRO Fixed Term Plan - Series 7 - Quarterly Plan B - Dividend on Maturity Option,,
105844,UTI Fixed Maturity Plan Quarterly May2007 Series II - Institutional Income Option,,
105536,ABN AMRO Fixed Term Plan - Series 7 - Quarterly Plan B - Monthly Dividend Option,,
105845,UTI Fixed Maturity Plan Quarterly May2007 Series II- Growth Option,,
105537,Standard Chartered Fixed Maturity Plan - QS 9 PLAN A DIVIDEND,,
105850,DSP BlackRock Fixed Term Plan Series 1M - Regular Plan - Growth,,
105538,Standard Chartered Fixed Maturity Plan - QS 9 PLAN A GROWTH,,
105851,DSP BlackRock Fixed Term Plan Series 1M - Regular Plan - Dividend,,
105539,Standard Chartered Fixed Maturity Plan - YS 8 PLAN A GROWTH,,
105852,DSP BlackRock Fixed Term Plan Series 1M - Institutional Plan - Growth,,
105540,Standard Chartered Fixed Maturity Plan - YS 8 PLAN A DIVIDEND,,
105853,DSP BlackRock Fixed Term Plan Series 1M - Institutional Plan - Dividend,,
105541,SBI DEBT FUND SERIES - 60 DAYS - 11 (17/04/07) - DIVIDEND,,
105854,Kotak FMP 3M Series 20 - Dividend,,
105542,SBI DEBT FUND SERIES - 60 DAYS - 11 (17/04/07) - GROWTH,,
105855,Kotak FMP 3M Series 20 - Growth,,
105856,LIC MF Banking & PSU Fund-Regular Plan-Monthly IDCW,INF767K01543,INF767K01550
105543,HDFC Low Duration  Fund - Monthly IDCW,INF179K01459,INF179K01467
105857,LIC MF Banking & PSU Fund-Regular Plan-Weekly IDCW,INF767K01568,INF767K01576
105544,HDFC Low Duration Fund- Wholesale- Growth,,
105858,BIRLA FTP-QUARTERLY SERIES 17 - GROWTH,,
105545,HDFC Low Duration Fund- Wholesale Weekly Dividend,,
105859,BIRLA FTP-QUARTERLY SERIES 17 - DIVIDEND,,
105546,HDFC Low Duration Fund- Wholesale Monthly Dividend,,
105547,HDFC Low Duration Fund- Wholesale Daily Dividend,,
105860,BIRLA SUN LIFE FIXED TERM PLAN  - 24 MONTHS - GROWTH,,
105548,HDFC Low Duration  Fund - Daily IDCW,,INF179K01434
105861,BIRLA SUN LIFE FIXED TERM PLAN  - 24 MONTHS - DIVIDEND,,
105549,Sundaram Low Duration Fund Retail Plan - Weekly Income Distribution cum Capital Withdrawal (IDCW),,
105862,BIRLA SUN LIFE FIXED TERM PLAN  - 24 MONTHS - RETAIL DIVIDEND,,
105550,Sundaram Low Duration Fund Retail Plan - Fortnightly Income Distribution cum Capital Withdrawal (IDCW),,
105863,BIRLA SUN LIFE FIXED TERM PLAN  - 24 MONTHS - RETAIL GROWTH,,
105551,Sundaram Low Duration Fund Retail Plan - Monthly Income Distribution cum Capital Withdrawal (IDCW),,
105864,Religare FMP-3M-Sr-X-Dividend Reinvestment,,
105552,Sundaram Low Duration Fund Retail Plan - Quarterly Income Distribution cum Capital Withdrawal (IDCW),,
105865,Religare FMP-3M-Sr-X-Growth,,
105553,Sundaram Low Duration Fund Retail Plan - Daily Reinvestment of Income Distribution cum Capital Withdrawal (IDCW),,
105866,DWS CAPITAL PROTECTION ORIENTED FUND-Gr,,
105867,DWS CAPITAL PROTECTION ORIENTED FUND-DIV,,
105554,Sundaram Low Duration Fund Institutional Plan - Daily Reinvestment of Income Distribution cum Capital Withdrawal (IDCW),,
105868,DSP BlackRock Equity Fund - Institutional Plan - Dividend,,
105555,Sundaram Low Duration Fund   Inst Qtrly   Dividend,,
105869,DSP BlackRock Opportunities Fund - Institutional Plan - Growth,,
105556,Sundaram Low Duration Fund Regular Plan - Weekly Income Distribution cum Capital Withdrawal (IDCW),,
105870,DSP BlackRock Opportunities Fund - Institutional Plan - Dividend,,
105871,DSP BlackRock Top 100 Equity Fund - Institutional  Plan - Dividend,,
105557,Sundaram Low Duration Fund Regular Plan - Fortnightly Income Distribution cum Capital Withdrawal (IDCW),,
105872,DSP BlackRock Top 100 Equity Fund - Institutional  Plan - Growth,,
105558,Sundaram Low Duration Fund Regular Plan - Quarterly Income Distribution cum Capital Withdrawal (IDCW),,
105559,Sundaram Low Duration Fund  Inst Weekly  Dividend,,
105873,DSP BlackRock India T.I.G.E.R. Fund - Institutional Plan - Dividend,,
105560,Sundaram Low Duration Fund Inst Fortnightly  Dividend,,
105874,DSP BlackRock India T.I.G.E.R. Fund - Institutional Plan - Growth,,
105561,Sundaram Low Duration Fund Institutional Plan - Monthly Income Distribution cum Capital Withdrawal (IDCW),,
105875,DSP Flexi Cap Fund - Regular Plan - Growth,INF740K01037,
105562,Sundaram Low Duration Fund Institutional Plan - Growth,,
105876,DSP BlackRock Equity Fund - Institutional Plan - Growth,,
105563,Sundaram Low Duration Fund Regular Plan - Growth,,
105877,DSP BlackRock Strategic Bond Fund - Regular Plan - Weekly Dividend,,
105564,Sundaram Low Duration Fund Retail Plan - Growth,,
105878,DSP Strategic Bond Fund - Regular Plan - IDCW - Weekly,INF740K01GQ4,INF740K01GP6
105565,Sundaram Low Duration Fund Regular Plan - Daily Reinvestment of Income Distribution cum Capital Withdrawal (IDCW),,
105879,DBS Chola Fixed Maturity Plan - Series 7 (Quarterly Plan - IV) - Cumulative,,
105566,Sundaram Low Duration Fund Regular Plan - Monthly Income Distribution cum Capital Withdrawal (IDCW),,
105880,DBS Chola Fixed Maturity Plan - Series 7 (Quarterly Plan - IV) - Dividend Payout,,
105567,DWS FIXED TERM FUND SERIES 31 Div,,
105881,Aditya Birla Sun Life Savings Fund-Weekly - retail IDCW,INF209K01MD6,
105568,DWS FIXED TERM FUND SERIES 31 -gr,,
105882,Nippon India Interval Fund-Quarterly Interval Fund-Series-III-Institutional Plan-Growth Option,INF204K01DW6,
105569,DWS FIXED TERM FUND SERIES 29-Div,,
105883,NIPPON INDIA QUARTERLY INTERVAL FUND - SERIES III - INSTITUTIONAL IDCW Option,,
105884,Nippon India Interval Fund-Quarterly Interval Fund-Series-III- Growth Option,INF204K01DT2,
105570,DWS FIXED TERM FUND SERIES 29 Gr,,
105885,NIPPON INDIA QUARTERLY INTERVAL FUND - SERIES III - IDCW Option,INF204K01DU0,INF204K01DV8
105886,Aditya Birla Sun Life Savings Fund-Retail - Monthly Dividend,,
105571,DSP BlackRock Fixed Term Plan Series 1K - Regular Plan - Growth,,
105887,Aditya Birla Sun Life Savings Fund-Regular - weekly IDCW,INF209K01MA2,
105572,DSP BlackRock Fixed Term Plan Series 1K - Regular Plan - Dividend,,
105888,Aditya Birla Sun Life Savings Fund-Regular - DAILY IDCW,INF209K01LY4,
105574,DSP BlackRock Fixed Term Plan Series 1K - Institutional Plan - Growth,,
105889,Aditya Birla Sun Life Savings Fund-Insititutional Plan - Monthly  Dividend,,
105575,DSP BlackRock Fixed Term Plan Series 1K - Institutional Plan - Dividend,,
105890,HSBC Fixed Term Series 30 - Inst. - Dividend,,
105576,DBS Chola Hedged Equity Fund - Dividend,,
105891,HSBC Fixed Term Series 30 - Inst. - Growth,,
105577,DBS Chola Hedged Equity Fund - Cumulative,,
105892,HSBC Fixed Term Series 30 - Regular - Growth,,
105578,UTI Low Duration Fund - Discontinued - Periodic Dividend Plan,,INF789F01349
105893,HSBC Fixed Term Series 30 - Regular - Dividend,,
105579,    ABN AMRO Fixed Term Plan - Series 5: Quarterly Plan A - Monthly Dividend Option,,
105894,Standard Chartered FMP-YS11-Plan A - Growth,,
105580,    ABN AMRO Fixed Term Plan - Series 5: Quarterly Plan A-Growth Option,,
105895,Standard Chartered FMP-YS11-Plan A - Dividend,,
105581,    ABN AMRO Fixed Term Plan - Series 5: Quarterly Plan A - Dividend on Maturity Option,,
105896,Standard Chartered FMP-YS11-Plan B - Dividend,,
105582,JPMorgan India Equity Fund - Regular Plan - Growth Option,,
105897,Standard Chartered FMP-YS11-Plan B - Growth,,
105583,JPMorgan India Equity Fund - Regular Plan - Dividend Option,,
105898,Religare FMP-375 days-Sr-I - Retail Growth,,
105584,Birla Fixed Term Plan - Series V - RETAIL DIVIDEND,,
105899,Religare FMP-375 days-Sr-I - Institutional Growth,,
105585,Birla Fixed Term Plan - Series V - RETAIL GROWTH,,
105901,Religare FMP-375 days-Sr-I - Retail Dividend Reinvestment,,
105586,UTI Fixed Maturity Plan Quarterly April 2007 Series  II - Dividend Option,,
105902,BIRLA FTP-QUARTERLY SERIES 18 - DIVIDEND,,
105587,UTI Fixed Maturity Plan Quarterly April 2007 Series  II - Growth Option,,
105903,BIRLA FTP-QUARTERLY SERIES 18 - GROWTH,,
105588,JM Fixed Maturity Fund - Series IV - 15 Months Plan 2 ( JM FMF - IV - 15M2 ) Regular Plan - Growth option,,
105904,Templeton Floating Rate Income Fund - Super Institutional Plan - Daily Dividend,,
105589,JM Fixed Maturity Fund - Series IV - 15 Months Plan 2 ( JM FMF - IV - 15M2 ) Regular Plan - Dividend option,,
105905,ICICI Prudential FMP series 36 - 18 Mths Plan B - Retail Growth Option,,
105590,UTI Fixed Maturity Plan Quarterly April 2007 Series  II - Institutional Dividend Option,,
105906,ICICI Prudential FMP series 36 - 18 Mths Plan B - Retail Dividend Option,,
105591,UTI Fixed Maturity Plan Quarterly April 2007 Series  II - Institutional Growth Option,,
105907,ICICI Prudential Interval Fund - Quarterly Interval Plan II - Retail Dividend,,
105592,JM Fixed Maturity Fund - Series V - Quarterly Plan 2 ( JM FMF - V - Q2 ) Regular Plan - Growth option,,
105908,ICICI Prudential Interval Fund - Quarterly Interval Plan II - Retail Growth,,
105593,JM Fixed Maturity Fund - Series V - Quarterly Plan 2 ( JM FMF - V - Q2 ) Institutional Plan - Growth option,,
105911,ABN AMRO FLEXIBLE SHORT TERM PLAN - SERIES C- Regular Plan - Growth Option - Automatic Renewal,,
105594,JM Fixed Maturity Fund - Series V - Quarterly Plan 2 ( JM FMF - V - Q2 ) Regular Plan - Dividend option,,
105912,ABN AMRO FLEXIBLE SHORT TERM PLAN - SERIES C- Regular Plan - Monthly Dividend Option - Automatic Redemption,,
105595,JM Fixed Maturity Fund - Series V - Quarterly Plan 2 ( JM FMF - V - Q2 ) Institutional Plan - Dividend option,,
105913,ABN AMRO FLEXIBLE SHORT TERM PLAN - SERIES C- Regular Plan - Growth Option - Automatic Redemption,,
105596,JM Fixed Maturity Fund - Series IV - 15 Months Plan 2 ( JM FMF - IV - 15M2 ) Institutional Plan - Growth option,,
105914,ABN AMRO FLEXIBLE SHORT TERM PLAN - SERIES C- Regular Plan - Monthly Dividend Option - Automatic Renewal,,
105597,JM Fixed Maturity Fund - Series IV - 15 Months Plan 2 ( JM FMF - IV - 15M2 ) Institutional Plan - Dividend option,,
105915,ABN AMRO FLEXIBLE SHORT TERM PLAN - SERIES C- Regular Plan - Quarterly Dividend Option - Automatic Redemption,,
105598,PineBridge India Equity Fund- Standard Plan- Growth Option,,
105916,ABN AMRO FLEXIBLE SHORT TERM PLAN - SERIES C- Regular Plan - Quarterly Dividend Option - Automatic Renewal,,
105599,PineBridge India Equity Fund- Institutional Plan- Growth Option,,
105921,Tata Fixed Horizon Fund Series 8 Scheme G - Institutional Plan - Growth,,
105922,Tata Fixed Horizon Fund Series 8 Scheme G - Institutional Plan - Periodic Dividend,,
105600,PineBridge India Equity Fund- Standard Plan- Dividend Option,,
105923,Tata Fixed Horizon Fund Series 8 Scheme G - Institutional Plan - Monthly Dividend,,
105601,PineBridge India Equity Fund- Institutional Plan- Dividend Option,,
105602,ICICI Prudential Infrastructure Fund - Institutional Option - I - Growth,,
105924,Tata Fixed Horizon Fund Series 8 Scheme G - Regular Plan - Growth,,
105925,Tata Fixed Horizon Fund Series 8 Scheme G - Regular Plan - Periodic Dividend,,
105603,Invesco India Arbitrage Fund - Regular Plan - Growth Option,INF205K01122,
105604,Invesco India Arbitrage Fund - Regular Plan - IDCW (Payout / Reinvestment),INF205K01148,INF205K01130
105926,Tata Fixed Horizon Fund Series 8 Scheme G - Regular Plan - Monthly Dividend,,
105605,UTI Low Duration Fund - Regular Plan - Daily IDCW (Reinvestment),,INF789F01ON2
105933,ABN AMRO FLEXIBLE SHORT TERM PLAN - SERIES- D - Regular Plan - Quarterly Dividend Option - Compulsory Redemption,,
105934,ABN AMRO FLEXIBLE SHORT TERM PLAN - SERIES- D - Regular Plan - Monthly Dividend Option - Compulsory Renewal,,
105606,LICMF FIXED MATURITY PLAN SERIES 23 - DIVIDEND OPTION,,
105935,ABN AMRO FLEXIBLE SHORT TERM PLAN - SERIES- D - Regular Plan - Growth Option - Compulsory Redemption,,
105607,LICMF FIXED MATURITY PLAN SERIES 23 - GROWTH OPTION,,
105936,ABN AMRO FLEXIBLE SHORT TERM PLAN - SERIES- D - Regular Plan - Quarterly Dividend Option - Compulsory Renewal,,
105608,LICMF FIXED MATURITY PLAN SERIES 22 - DIVIDEND OPTION,,
105937,ABN AMRO FLEXIBLE SHORT TERM PLAN - SERIES- D - Regular Plan - Growth Option - Compulsory Renewal,,
105609,LICMF FIXED MATURITY PLAN SERIES 22 - GROWTH OPTION,,
105938,ABN AMRO FLEXIBLE SHORT TERM PLAN - SERIES- D - Regular Plan - Monthly Dividend Option - Compulsory Redemption,,
105610,LICMF FIXED MATURITY PLAN SERIES 24 - DIVIDEND OPTION,,
105939,UTI Fixed Maturity Plan Yearly Series May 2007 - Growth Option,,
105611,LICMF FIXED MATURITY PLAN SERIES 24 - GROWTH OPTION,,
105940,UTI Fixed Maturity Plan Yearly Series May 2007 - Dividend Option,,
105612,SBI DEBT FUND SERIES -180 DAYS-6-GROWTH  (26/4/07),,
105941,UTI Fixed Maturity Plan Yearly Series - May 2007 - Institutional Dividend Option,,
105613,SBI DEBT FUND SERIES -180 DAYS-6-DIVIDEND  (26/4/07),,
105942,UTI Fixed Maturity Plan Yearly Series May 2007 - Institutional Growth Option,,
105614,Birla Sun Life Floating Rate Fund-Long Term - Retail Plan-Weekly Dividend,,
105943,UTI Fixed Maturity Plan Quarterly June 2007 Series - I  - Dividend Option,,
105615,Reliance Fixed Horizon Fund-III-Annual Plan- Series-V-Retail Plan Growth Option,,
105944,UTI Fixed Maturity Plan Quarterly June 2007 Series - I - Institutional Growth Option,,
105616,Reliance Fixed Horizon Fund-III-Annual Plan- Series-V-Retail Plan-Dividend Option,,
105945,UTI Fixed Maturity Plan Quarterly June 2007 Series - I  - Growth Option,,
105617,Reliance Fixed Horizon Fund-III-Annual Plan- Series-V-Institutional Plan-Growth Option,,
105946,UTI Fixed Maturity Plan Quarterly June 2007 Series - I - Institutional Dividend Option,,
105619,ING Multi Manager Equity Fund - Option A- Dividend(Payout and Reinvestment),,
105947,UTI Fixed Maturity Plan Half Yearly Series June 2007 - Growth Option,,
105620,ING Multi Manager Equity Fund - Option A- Growth,,
105948,UTI Fixed Maturity Plan Half Yearly Series June 2007 - Dividend Option,,
105621,Tata Fixed Horizon Fund Series 10 Scheme H - Regular Plan - Growth,,
105949,UTI Fixed Maturity Plan Half Yearly Series June 2007- Institutional Growth Option,,
105622,Tata Fixed Horizon Fund Series 10 Scheme H - Institutional Plan - Growth,,
105950,UTI Fixed Maturity Plan Half Yearly Series June 2007 - Institutional Dividend Option,,
105623,Standard Chartered Fixed Maturity Plan - QS 10 - Plan A - Dividend,,
105951,Tata Fixed Horizon Fund Series 8 Scheme H - Regular Plan - Growth,,
105624,Standard Chartered Fixed Maturity Plan - QS 10 - Plan A - Growth,,
105952,Tata Fixed Horizon Fund Series 8 Scheme H - Regular Plan - Periodic Dividend,,
105625,Birla Fixed Term Plan - Series V - INSTITUTIONAL GROWTH,,
105953,Tata Fixed Horizon Fund Series 8 Scheme H - Regular Plan - Monthly Dividend,,
105626,Birla Fixed Term Plan - Series V - INSTITUTIONAL DIVIDEND,,
105954,Tata Fixed Horizon Fund Series 8 Scheme H - Institutional Plan - Growth,,
105627,UTI Low Duration Fund - Regular Plan - Weekly IDCW,INF789F01PB4,INF789F01PC2
105955,Tata Fixed Horizon Fund Series 8 Scheme H - Institutional Plan - Periodic Dividend,,
105628,SBI ELSS Tax Saver FUND - REGULAR PLAN- GROWTH,INF200K01495,
105956,Tata Fixed Horizon Fund Series 8 Scheme H - Institutional Plan - Monthly Dividend,,
105629,ICICI Prudential FMP series 38 - 1 Year Plan A - Retail Growth Option,,
105957,Tata Fixed Horizon Fund Series 13 Scheme A - Institutional Plan - Growth,,
105958,Tata Fixed Horizon Fund Series 13 Scheme A - Institutional Plan - Periodic Dividend,,
105630,ICICI Prudential FMP series 38 - 1 Year Plan A - Institutional Dividend Option,,
105959,Tata Fixed Horizon Fund Series 13 Scheme A - Institutional Plan - Monthly Dividend,,
105631,ICICI Prudential FMP series 38 - 1 Year Plan A - Institutional Growth Option,,
105960,Tata Fixed Horizon Fund Series 13 Scheme A - Regular Plan - Growth,,
105632,ICICI Prudential FMP series 38 - 1 Year Plan A - Retail Dividend Option,,
105961,Tata Fixed Horizon Fund Series 13 Scheme A - Regular Plan - Periodic Dividend,,
105633,ABN AMRO Fixed Term Plan - Series 7 : Quarterly Plan C - Growth Option,,
105962,Tata Fixed Horizon Fund Series 13 Scheme A - Regular Plan - Monthly Dividend,,
105634,ABN AMRO Fixed Term Plan - Series 7 : Quarterly Plan C - Monthly Dividend Option,,
105963,Templeton Fixed Horizon Fund - Series II - Plan B - Retail - Growth,,
105635,ABN AMRO Fixed Term Plan - Series 7 : Quarterly Plan C -Dividend on Maturity,,
105965,Templeton Fixed Horizon Fund - Series II - Plan B - Retail - Dividend,,
105636,JM Dynamic Debt Fund - Premium Plan - Weekly Dividend Option,,
105966,Templeton Fixed Horizon Fund - Series II - Plan B - Institutional - Growth,,
105637,JM Dynamic Bond Fund (Regular) - Weekly IDCW,,INF192K01676
105967,Kotak Arbitrage Fund - Regular Plan - IDCW - Payout & Re-investment of Income Distribution cum capital withdrawal option,INF174K01328,INF174K01310
105638,JM Dynamic Debt Fund - Premium Plan - Daily Dividend Option,,
105968,Kotak Arbitrage Fund - Regular Plan - Growth,INF174K01302,
105639,JM Dynamic Bond Fund (Regular) - Daily IDCW,,INF192K01668
105969,DWS FIXED TERM FUND SERIES 33 -INST GR,,
105640,Tata Fixed Horizon Fund Series 10 Scheme E - Institutional Plan - Growth,,
105971,DWS FIXED TERM FUND SERIES 33 -Reg Gr,,
105641,Tata Fixed Horizon Fund Series 10 Scheme E - Institutional Plan - Periodic Dividend,,
105972,DWS FIXED TERM FUND SERIES 33 -Reg Div,,
105642,Tata Fixed Horizon Fund Series 10 Scheme E - Institutional Plan - Monthly Dividend,,
105973,DWS CASH OPPORTUNITIES FUND - GR,,
105643,Tata Fixed Horizon Fund Series 10 Scheme E - Regular Plan - Growth,,
105974,DWS CASH OPPORTUNITIES FUND - MONTHLY DIV,,
105644,Tata Fixed Horizon Fund Series 10 Scheme E - Regular Plan - Periodic Dividend,,
105975,DWS QUARTELY INTERVAL FUND SERIES 1 -Gr,,
105645,Tata Fixed Horizon Fund Series 10 Scheme E - Regular Plan - Monthly Dividend,,
105976,DWS QUARTELY INTERVAL FUND SERIES 1 -Div,,
105646,Religare FMP-3M-Sr-VII-Growth,,
105977,JM Fixed Maturity Fund - Series V - Quarterly plan 5 (JM FMF - V - Q5) - Institutional plan - Growth option,,
105647,Religare FMP-3M-Sr-VII-Dividend Reinvestment,,
105978,JM Fixed Maturity Fund - Series V - Quarterly plan 5 (JM FMF - V - Q5) - Institutional plan - Dividend option,,
105648,BIRLA FTP-QUARTERLY SERIES 14 - GROWTH,,
105979,JM Fixed Maturity Fund - Series V - Quarterly plan 5 (JM FMF - V - Q5) - Regular plan - Growth option,,
105649,BIRLA FTP-QUARTERLY SERIES 14 - DIVIDEND,,
105980,JM Fixed Maturity Fund - Series V - Quarterly plan 5 (JM FMF - V - Q5) - Regular plan - Dividend option,,
105650,ICICI Prudential Interval Fund - Monthly Interval Plan I - Retail Dividend,,
105981,HDFC FMP 90D JUNE 2007 - RETAIL PLAN DIVIDEND OPTION,,
105651,ICICI Prudential Interval Fund - Monthly Interval Plan I - Retail Growth,,
105982,HDFC FMP 90D JUNE 2007 - WHOLESALE PLAN GROWTH OPTION,,
105652,Standard Chartered Fixed Maturity Plan - Quarterly Series 11-Plan A-Dividend,,
105983,HDFC FMP 90D JUNE 2007 - WHOLESALE PLAN DIVIDEND OPTION,,
105653,Standard Chartered Fixed Maturity Plan - Quarterly Series 11-Plan A-Growth,,
105984,HDFC FMP 90D JUNE 2007 - RETAIL PLAN GROWTH OPTION,,
105654,Templeton Floating Rate Income Fund -  Super Institutional Plan - Growth,,
105985,Kotak FMP 3M Series 21 - Dividend,,
105655,Templeton Floating Rate Income Fund - Super Institutional Plan - Weekly Dividend,,
105986,Kotak FMP 3M Series 21 - Growth,,
105658,UTI Low Duration Fund - Regular Plan - Monthly IDCW,INF789F01OU7,INF789F01OV5
105989,DSP Small Cap Fund - Regular - Growth,INF740K01797,
105659,UTI Low Duration Fund - Discontinued Flexi Dividend Plan,INF789F01PA6,
105997,Religare FMP-3M-Sr-XI-Dividend Reinvestment,,
105660,NIPPON INDIA ANNUAL INTERVAL FUND - SERIES I - IDCW Option,INF204K01ED4,INF204K01EE2
105998,Religare FMP-3M-Sr-XI-Growth,,
105661,Nippon India Interval Fund Annual Interval Fund Series-I-Retail Plan Growth Option,INF204K01DZ9,
105999,ABN AMRO FIXED TERM PLAN - SERIES 8: YEARLY PLAN A - Regular Plan - Growth Option,,
105662,NIPPON INDIA ANNUAL INTERVAL FUND - SERIES I - RETAIL Plan - IDCW Option,INF204K01EA0,INF204K01EB8
106000,ABN AMRO FIXED TERM PLAN - SERIES 8: YEARLY PLAN A - Regular Plan - Monthly Dividend Option,,
105663,Nippon India Interval Fund Annual Interval Fund Series-I- Growth Option,INF204K01EC6,
106001,ABN AMRO FIXED TERM PLAN - SERIES 8: YEARLY PLAN A - Regular Plan - Quarterly Dividend Option,,
105664,DSP BlackRock Strategic Bond Fund - Regular Plan - Monthly Dividend,,
106002,ABN AMRO FIXED TERM PLAN - SERIES 8: YEARLY PLAN A - Regular Plan - Dividend on Maturity Option,,
105665,DSP BlackRock Strategic Bond Fund - Regular Plan - Dividend,,
106003,ABN AMRO FIXED TERM PLAN - SERIES 8: YEARLY PLAN A - Institutional Plan - Growth Option,,
105666,DSP BlackRock Strategic Bond Fund - Regular Plan - Growth,,
106004,ABN AMRO FIXED TERM PLAN - SERIES 8: YEARLY PLAN A - Institutional Plan - Dividend on Maturity Option,,
105667,DSP Strategic Bond Fund - Regular Plan - IDCW - Monthly,INF740K01GM3,INF740K01GL5
106005,ABN AMRO FIXED TERM PLAN - SERIES 8: YEARLY PLAN A - Institutional Plan - Monthly Dividend Option,,
105668,DSP Strategic Bond Fund - Regular Plan - IDCW,INF740K01GO9,INF740K01GN1
106006,ABN AMRO FIXED TERM PLAN - SERIES 8: YEARLY PLAN A - Institutional Plan - Quarterly Dividend Option,,
105669,DSP Strategic Bond Fund - Regular Plan - Growth,INF740K01GK7,
106007,ABN AMRO Flexible Short Term Plan - Series E - Regular Plan - Growth Option - Automatic Redemption,,
105670,UTI Low Duration Fund - Discontinued Monthly Dividend Option,INF789F01OY9,INF789F01OZ6
106008,ABN AMRO Flexible Short Term Plan - Series E - Regular Plan - Calender Quarterly Dividend Option - Automatic Redemption,,
105672,DWS INSTA CASH PLUS FUND - Regular Plan BONUS OPTION,,
106009,ABN AMRO Flexible Short Term Plan - Series E - Regular Plan - Calender Monthly Dividend Option - Automatic Redemption,,
105675,JM Fixed Maturity Fund - Series V - Quarterly plan 3 - Regular - Dividend option,,
106010,ABN AMRO Flexible Short Term Plan - Series E - Regular Plan - Dividend at the end of each Interval Period Option - Automatic Redemption,,
105676,JM Fixed Maturity Fund - Series V - Quarterly plan 3 - Institutional - Growth option,,
106011,ABN AMRO Flexible Short Term Plan - Series E - Regular Plan - Growth Option - Automatic Renewal,,
105677,JM Fixed Maturity Fund - Series V - Quarterly plan 3 - Institutional - Dividend option,,
106012,ABN AMRO Flexible Short Term Plan - Series E - Regular Plan - Calender Quarterly Dividend Option - Automatic Renewal,,
105678,JM Fixed Maturity Fund - Series V - Quarterly plan 3 - Regular - Growth option,,
106013,ABN AMRO Flexible Short Term Plan - Series E - Regular Plan - Dividend at the end of each Interval Period Option - Automatic Renewal,,
105679,HDFC FMP 24M May 2007 - Wholesale Plan Growth Option,,
106014,ABN AMRO Flexible Short Term Plan - Series E - Regular Plan -Calender Monthly Dividend Option - Automatic Renewal,,
105680,HDFC FMP 24M May 2007 - Retail Plan Quaterly Dividend Option,,
106015,Kotak FMP 12M Series 1 - Retail - Growth,,
105681,HDFC FMP 24M May 2007 - Retail Plan Dividend Option,,
106016,Kotak FMP 12M Series 1 - Institutional - Dividend,,
105682,HDFC FMP 24M May 2007 - Retail Plan Growth Option,,
106017,Kotak FMP 12M Series 1 - Institutional - Growth,,
105684,HDFC FMP 24M May 2007 - Wholesale Plan Quaterly Dividend Option,,
106018,Kotak FMP 12M Series 1 - Retail - Dividend,,
106019,HDFC FMP 181D JUNE 2007 - RETAIL PLAN GROWTH OPTION,,
105685,HDFC FMP 90D May 2007 - Wholesale Plan Growth Option,,
106020,HDFC FMP 181D JUNE 2007 - WHOLESALE PLAN DIVIDEND OPTION,,
105686,HDFC FMP 90D May 2007 - Retail Plan Growth Option,,
