scheme_code,isin_growth,isin_idcw,scheme_name,nav,nav_date,amc_name,broad_category
150230,INF251K01EN4,INF251K01EO2,BARODA BNP PARIBAS CORPORATE BOND FUND,,,Baroda BNP Paribas Mutual Fund,Open Ended Schemes(Debt Scheme - Corporate Bond Fund)
150229,INF251K01EI4,-,BARODA BNP PARIBAS CORPORATE BOND FUND,,,Baroda BNP Paribas Mutual Fund,Open Ended Schemes(Debt Scheme - Corporate Bond Fund)
150231,INF251K01EJ2,INF251K01EK0,BARODA BNP PARIBAS CORPORATE BOND FUND,,,Baroda BNP Paribas Mutual Fund,Open Ended Schemes(Debt Scheme - Corporate Bond Fund)
150228,INF251K01EL8,INF251K01EM6,BARODA BNP PARIBAS CORPORATE BOND FUND,,,Baroda BNP Paribas Mutual Fund,Open Ended Schemes(Debt Scheme - Corporate Bond Fund)
130947,INF109KA1I84,-,ICICI Prudential Corporate Bond Fund,,,ICICI Prudential Mutual Fund,Open Ended Schemes(Debt Scheme - Corporate Bond Fund)
111988,INF109K01CR9,-,ICICI Prudential Corporate Bond Fund,,,ICICI Prudential Mutual Fund,Open Ended Schemes(Debt Scheme - Corporate Bond Fund)
120695,INF109K013B8,-,ICICI Prudential Corporate Bond Fund,,,ICICI Prudential Mutual Fund,Open Ended Schemes(Debt Scheme - Corporate Bond Fund)
120696,INF109K014B6,INF109K015B3,ICICI Prudential Corporate Bond Fund,,,ICICI Prudential Mutual Fund,Open Ended Schemes(Debt Scheme - Corporate Bond Fund)
131152,INF109KA1N38,INF109KA1N20,ICICI Prudential Corporate Bond Fund,,,ICICI Prudential Mutual Fund,Open Ended Schemes(Debt Scheme - Corporate Bond Fund)
120693,INF109K010C2,INF109K011C0,ICICI Prudential Corporate Bond Fund,,,ICICI Prudential Mutual Fund,Open Ended Schemes(Debt Scheme - Corporate Bond Fund)
111990,INF109K01SJ2,INF109K01CS7,ICICI Prudential Corporate Bond Fund,,,ICICI Prudential Mutual Fund,Open Ended Schemes(Debt Scheme - Corporate Bond Fund)
131151,INF109KA1N12,INF109KA1N04,ICICI Prudential Corporate Bond Fund,,,ICICI Prudential Mutual Fund,Open Ended Schemes(Debt Scheme - Corporate Bond Fund)
111982,INF109K01CL2,-,ICICI Prudential Corporate Bond Fund,,,ICICI Prudential Mutual Fund,Open Ended Schemes(Debt Scheme - Corporate Bond Fund)
111985,INF109K01CO6,-,ICICI Prudential Corporate Bond Fund,,,ICICI Prudential Mutual Fund,Open Ended Schemes(Debt Scheme - Corporate Bond Fund)
111989,INF109K01SL8,INF109K01SM6,ICICI Prudential Corporate Bond Fund,,,ICICI Prudential Mutual Fund,Open Ended Schemes(Debt Scheme - Corporate Bond Fund)
111976,INF109K01CF4,-,ICICI Prudential Corporate Bond Fund,,,ICICI Prudential Mutual Fund,Open Ended Schemes(Debt Scheme - Corporate Bond Fund)
111978,INF109K01SF0,INF109K01CH0,ICICI Prudential Corporate Bond Fund,,,ICICI Prudential Mutual Fund,Open Ended Schemes(Debt Scheme - Corporate Bond Fund)
111972,INF109K01CE7,-,ICICI Prudential Corporate Bond Fund,,,ICICI Prudential Mutual Fund,Open Ended Schemes(Debt Scheme - Corporate Bond Fund)
111979,INF109K01QM0,INF109K01CI8,ICICI Prudential Corporate Bond Fund,,,ICICI Prudential Mutual Fund,Open Ended Schemes(Debt Scheme - Corporate Bond Fund)
111980,INF109K01FQ4,INF109K01CJ6,ICICI Prudential Corporate Bond Fund,,,ICICI Prudential Mutual Fund,Open Ended Schemes(Debt Scheme - Corporate Bond Fund)
111977,INF109K01SE3,INF109K01CG2,ICICI Prudential Corporate Bond Fund,,,ICICI Prudential Mutual Fund,Open Ended Schemes(Debt Scheme - Corporate Bond Fund)
138323,INF223J01CQ2,-,PGIM India Corporate Bond Fund,,,PGIM India Mutual Fund,Open Ended Schemes(Debt Scheme - Corporate Bond Fund)
138336,INF223J01WZ1,-,PGIM India Corporate Bond Fund,,,PGIM India Mutual Fund,Open Ended Schemes(Debt Scheme - Corporate Bond Fund)
138324,INF223J01DA4,-,PGIM India Corporate Bond Fund,,,PGIM India Mutual Fund,Open Ended Schemes(Debt Scheme - Corporate Bond Fund)
138333,INF223J01WG1,-,PGIM India Corporate Bond Fund,,,PGIM India Mutual Fund,Open Ended Schemes(Debt Scheme - Corporate Bond Fund)
138334,INF223J01WF3,-,PGIM India Corporate Bond Fund,,,PGIM India Mutual Fund,Open Ended Schemes(Debt Scheme - Corporate Bond Fund)
148085,INF789F1AOW2,-,UTI - Bond Fund ( Segregated - 17022020 ),,,UTI Mutual Fund,Open Ended Schemes(Debt Scheme - Corporate Bond Fund)
148086,INF789F1APF4,-,UTI - Bond Fund ( Segregated - 17022020 ),,,UTI Mutual Fund,Open Ended Schemes(Debt Scheme - Corporate Bond Fund)
148076,INF789F1APK4,INF789F1APL2,UTI - Bond Fund ( Segregated - 17022020 ),,,UTI Mutual Fund,Open Ended Schemes(Debt Scheme - Corporate Bond Fund)
148090,INF789F1APM0,INF789F1APN8,UTI - Bond Fund ( Segregated - 17022020 ),,,UTI Mutual Fund,Open Ended Schemes(Debt Scheme - Corporate Bond Fund)
148091,INF789F1API8,INF789F1APJ6,UTI - Bond Fund ( Segregated - 17022020 ),,,UTI Mutual Fund,Open Ended Schemes(Debt Scheme - Corporate Bond Fund)
148092,INF789F1APG2,INF789F1APH0,UTI - Bond Fund ( Segregated - 17022020 ),,,UTI Mutual Fund,Open Ended Schemes(Debt Scheme - Corporate Bond Fund)
148075,INF789F1APB3,INF789F1APC1,UTI - Bond Fund ( Segregated - 17022020 ),,,UTI Mutual Fund,Open Ended Schemes(Debt Scheme - Corporate Bond Fund)
148088,INF789F1APD9,INF789F1APE7,UTI - Bond Fund ( Segregated - 17022020 ),,,UTI Mutual Fund,Open Ended Schemes(Debt Scheme - Corporate Bond Fund)
148087,INF789F1AOZ5,INF789F1APA5,UTI - Bond Fund ( Segregated - 17022020 ),,,UTI Mutual Fund,Open Ended Schemes(Debt Scheme - Corporate Bond Fund)
148089,INF789F1AOX0,INF789F1AOY8,UTI - Bond Fund ( Segregated - 17022020 ),,,UTI Mutual Fund,Open Ended Schemes(Debt Scheme - Corporate Bond Fund)
134384,INF209KA1K70,-,Aditya Birla Sun Life Credit Risk Fund,,,Aditya Birla Sun Life Mutual Fund,Open Ended Schemes(Debt Scheme - Credit Risk Fund)
116153,INF090I01ET7,-,Franklin India Credit Risk Fund (No. of segregated portfolios-3),,,Franklin Templeton Mutual Fund,Open Ended Schemes(Debt Scheme - Credit Risk Fund)
116154,INF090I01ES9,INF090I01ER1,Franklin India Credit Risk Fund (No. of segregated portfolios-3),,,Franklin Templeton Mutual Fund,Open Ended Schemes(Debt Scheme - Credit Risk Fund)
147957,INF090I01TI8,-,Franklin India Credit Risk Fund (No. of segregated portfolios-3),,,Franklin Templeton Mutual Fund,Open Ended Schemes(Debt Scheme - Credit Risk Fund)
147954,INF090I01TJ6,-,Franklin India Credit Risk Fund (No. of segregated portfolios-3),,,Franklin Templeton Mutual Fund,Open Ended Schemes(Debt Scheme - Credit Risk Fund)
147959,INF090I01TM0,-,Franklin India Credit Risk Fund (No. of segregated portfolios-3),,,Franklin Templeton Mutual Fund,Open Ended Schemes(Debt Scheme - Credit Risk Fund)
147961,INF090I01TN8,-,Franklin India Credit Risk Fund (No. of segregated portfolios-3),,,Franklin Templeton Mutual Fund,Open Ended Schemes(Debt Scheme - Credit Risk Fund)
134342,INF109KB1AF0,INF109KB1AG8,ICICI Prudential Credit Risk Fund,,,ICICI Prudential Mutual Fund,Open Ended Schemes(Debt Scheme - Credit Risk Fund)
130943,INF109KA1I27,-,ICICI Prudential Credit Risk Fund,,,ICICI Prudential Mutual Fund,Open Ended Schemes(Debt Scheme - Credit Risk Fund)
134341,INF109KB1AD5,INF109KB1AE3,ICICI Prudential Credit Risk Fund,,,ICICI Prudential Mutual Fund,Open Ended Schemes(Debt Scheme - Credit Risk Fund)
120710,INF109K01V18,INF109K01V26,ICICI Prudential Credit Risk Fund,,,ICICI Prudential Mutual Fund,Open Ended Schemes(Debt Scheme - Credit Risk Fund)
130944,INF109KA1I19,-,ICICI Prudential Credit Risk Fund,,,ICICI Prudential Mutual Fund,Open Ended Schemes(Debt Scheme - Credit Risk Fund)
114241,INF109K01GX8,INF109K01GY6,ICICI Prudential Credit Risk Fund,,,ICICI Prudential Mutual Fund,Open Ended Schemes(Debt Scheme - Credit Risk Fund)
148239,INF789F1ARG8,INF789F1ARH6,UTI - Credit Risk Fund (Segregated - 06032020),,,UTI Mutual Fund,Open Ended Schemes(Debt Scheme - Credit Risk Fund)
148241,INF789F1ARK0,INF789F1ARL8,UTI - Credit Risk Fund (Segregated - 06032020),,,UTI Mutual Fund,Open Ended Schemes(Debt Scheme - Credit Risk Fund)
148242,INF789F1ARF0,-,UTI - Credit Risk Fund (Segregated - 06032020),,,UTI Mutual Fund,Open Ended Schemes(Debt Scheme - Credit Risk Fund)
148238,INF789F1ARI4,INF789F1ARJ2,UTI - Credit Risk Fund (Segregated - 06032020),,,UTI Mutual Fund,Open Ended Schemes(Debt Scheme - Credit Risk Fund)
148240,INF789F1ARM6,INF789F1ARN4,UTI - Credit Risk Fund (Segregated - 06032020),,,UTI Mutual Fund,Open Ended Schemes(Debt Scheme - Credit Risk Fund)
148245,INF789F1ARD5,INF789F1ARE3,UTI - Credit Risk Fund (Segregated - 06032020),,,UTI Mutual Fund,Open Ended Schemes(Debt Scheme - Credit Risk Fund)
148234,INF789F1ARR5,INF789F1ARS3,UTI - Credit Risk Fund (Segregated - 06032020),,,UTI Mutual Fund,Open Ended Schemes(Debt Scheme - Credit Risk Fund)
148236,INF789F1ARV7,INF789F1ARW5,UTI - Credit Risk Fund (Segregated - 06032020),,,UTI Mutual Fund,Open Ended Schemes(Debt Scheme - Credit Risk Fund)
148237,INF789F1ARQ7,-,UTI - Credit Risk Fund (Segregated - 06032020),,,UTI Mutual Fund,Open Ended Schemes(Debt Scheme - Credit Risk Fund)
148235,INF789F1ART1,INF789F1ARU9,UTI - Credit Risk Fund (Segregated - 06032020),,,UTI Mutual Fund,Open Ended Schemes(Debt Scheme - Credit Risk Fund)
148244,INF789F1ARX3,INF789F1ARY1,UTI - Credit Risk Fund (Segregated - 06032020),,,UTI Mutual Fund,Open Ended Schemes(Debt Scheme - Credit Risk Fund)
148243,INF789F1ARO2,INF789F1ARP9,UTI - Credit Risk Fund (Segregated - 06032020),,,UTI Mutual Fund,Open Ended Schemes(Debt Scheme - Credit Risk Fund)
148432,-,-,UTI - Credit Risk Fund (Segregated - 07072020),,,UTI Mutual Fund,Open Ended Schemes(Debt Scheme - Credit Risk Fund)
148427,-,-,UTI - Credit Risk Fund (Segregated - 07072020),,,UTI Mutual Fund,Open Ended Schemes(Debt Scheme - Credit Risk Fund)
148429,-,-,UTI - Credit Risk Fund (Segregated - 07072020),,,UTI Mutual Fund,Open Ended Schemes(Debt Scheme - Credit Risk Fund)
148430,-,-,UTI - Credit Risk Fund (Segregated - 07072020),,,UTI Mutual Fund,Open Ended Schemes(Debt Scheme - Credit Risk Fund)
148431,-,-,UTI - Credit Risk Fund (Segregated - 07072020),,,UTI Mutual Fund,Open Ended Schemes(Debt Scheme - Credit Risk Fund)
148428,-,-,UTI - Credit Risk Fund (Segregated - 07072020),,,UTI Mutual Fund,Open Ended Schemes(Debt Scheme - Credit Risk Fund)
148420,-,-,UTI - Credit Risk Fund (Segregated - 07072020),,,UTI Mutual Fund,Open Ended Schemes(Debt Scheme - Credit Risk Fund)
148426,-,-,UTI - Credit Risk Fund (Segregated - 07072020),,,UTI Mutual Fund,Open Ended Schemes(Debt Scheme - Credit Risk Fund)
148425,-,-,UTI - Credit Risk Fund (Segregated - 07072020),,,UTI Mutual Fund,Open Ended Schemes(Debt Scheme - Credit Risk Fund)
148424,-,-,UTI - Credit Risk Fund (Segregated - 07072020),,,UTI Mutual Fund,Open Ended Schemes(Debt Scheme - Credit Risk Fund)
148423,-,-,UTI - Credit Risk Fund (Segregated - 07072020),,,UTI Mutual Fund,Open Ended Schemes(Debt Scheme - Credit Risk Fund)
148422,-,-,UTI - Credit Risk Fund (Segregated - 07072020),,,UTI Mutual Fund,Open Ended Schemes(Debt Scheme - Credit Risk Fund)
147659,INF789F1AML9,INF789F1AMM7,UTi - Credit Risk Fund (Segregated - 13092019),,,UTI Mutual Fund,Open Ended Schemes(Debt Scheme - Credit Risk Fund)
147656,INF789F1AMP0,INF789F1AMQ8,UTi - Credit Risk Fund (Segregated - 13092019),,,UTI Mutual Fund,Open Ended Schemes(Debt Scheme - Credit Risk Fund)
147651,INF789F1AMK1,-,UTi - Credit Risk Fund (Segregated - 13092019),,,UTI Mutual Fund,Open Ended Schemes(Debt Scheme - Credit Risk Fund)
147660,INF789F1AMN5,INF789F1AMO3,UTi - Credit Risk Fund (Segregated - 13092019),,,UTI Mutual Fund,Open Ended Schemes(Debt Scheme - Credit Risk Fund)
147653,INF789F1AMR6,INF789F1AMS4,UTi - Credit Risk Fund (Segregated - 13092019),,,UTI Mutual Fund,Open Ended Schemes(Debt Scheme - Credit Risk Fund)
147655,INF789F1AMI5,INF789F1AMJ3,UTi - Credit Risk Fund (Segregated - 13092019),,,UTI Mutual Fund,Open Ended Schemes(Debt Scheme - Credit Risk Fund)
147657,INF789F1AMW6,INF789F1AMX4,UTi - Credit Risk Fund (Segregated - 13092019),,,UTI Mutual Fund,Open Ended Schemes(Debt Scheme - Credit Risk Fund)
147654,INF789F1ANA0,INF789F1ANB8,UTi - Credit Risk Fund (Segregated - 13092019),,,UTI Mutual Fund,Open Ended Schemes(Debt Scheme - Credit Risk Fund)
147650,INF789F1AMV8,-,UTi - Credit Risk Fund (Segregated - 13092019),,,UTI Mutual Fund,Open Ended Schemes(Debt Scheme - Credit Risk Fund)
147658,INF789F1AMY2,INF789F1AMZ9,UTi - Credit Risk Fund (Segregated - 13092019),,,UTI Mutual Fund,Open Ended Schemes(Debt Scheme - Credit Risk Fund)
147652,INF789F1ANC6,INF789F1AND4,UTi - Credit Risk Fund (Segregated - 13092019),,,UTI Mutual Fund,Open Ended Schemes(Debt Scheme - Credit Risk Fund)
147649,INF789F1AMT2,INF789F1AMU0,UTi - Credit Risk Fund (Segregated - 13092019),,,UTI Mutual Fund,Open Ended Schemes(Debt Scheme - Credit Risk Fund)
148147,INF789F1ANG7,-,UTI - Credit Risk Fund (Segregated - 17022019),,,UTI Mutual Fund,Open Ended Schemes(Debt Scheme - Credit Risk Fund)
148146,INF789F1ANR4,-,UTI - Credit Risk Fund (Segregated - 17022019),,,UTI Mutual Fund,Open Ended Schemes(Debt Scheme - Credit Risk Fund)
148156,INF789F1ANH5,INF789F1ANI3,UTI - Credit Risk Fund (Segregated - 17022019),,,UTI Mutual Fund,Open Ended Schemes(Debt Scheme - Credit Risk Fund)
148151,INF789F1ANL7,INF789F1ANM5,UTI - Credit Risk Fund (Segregated - 17022019),,,UTI Mutual Fund,Open Ended Schemes(Debt Scheme - Credit Risk Fund)
148145,INF789F1ANJ1,INF789F1ANK9,UTI - Credit Risk Fund (Segregated - 17022019),,,UTI Mutual Fund,Open Ended Schemes(Debt Scheme - Credit Risk Fund)
148154,INF789F1ANN3,INF789F1ANO1,UTI - Credit Risk Fund (Segregated - 17022019),,,UTI Mutual Fund,Open Ended Schemes(Debt Scheme - Credit Risk Fund)
148150,INF789F1ANE2,INF789F1ANF9,UTI - Credit Risk Fund (Segregated - 17022019),,,UTI Mutual Fund,Open Ended Schemes(Debt Scheme - Credit Risk Fund)
148155,INF789F1ANS2,INF789F1ANT0,UTI - Credit Risk Fund (Segregated - 17022019),,,UTI Mutual Fund,Open Ended Schemes(Debt Scheme - Credit Risk Fund)
148149,INF789F1ANW4,INF789F1ANX2,UTI - Credit Risk Fund (Segregated - 17022019),,,UTI Mutual Fund,Open Ended Schemes(Debt Scheme - Credit Risk Fund)
148152,INF789F1ANU8,INF789F1ANV6,UTI - Credit Risk Fund (Segregated - 17022019),,,UTI Mutual Fund,Open Ended Schemes(Debt Scheme - Credit Risk Fund)
148153,INF789F1ANY0,INF789F1ANZ7,UTI - Credit Risk Fund (Segregated - 17022019),,,UTI Mutual Fund,Open Ended Schemes(Debt Scheme - Credit Risk Fund)
148148,INF789F1ANP8,INF789F1ANQ6,UTI - Credit Risk Fund (Segregated - 17022019),,,UTI Mutual Fund,Open Ended Schemes(Debt Scheme - Credit Risk Fund)
100498,INF090I01BN6,INF090I01BO4,Franklin India Dynamic Accrual Fund (No. of segregated portfolios- 3),,,Franklin Templeton Mutual Fund,Open Ended Schemes(Debt Scheme - Dynamic Bond)
147983,INF090I01TQ1,-,Franklin India Dynamic Accrual Fund (No. of segregated portfolios- 3),,,Franklin Templeton Mutual Fund,Open Ended Schemes(Debt Scheme - Dynamic Bond)
147981,INF090I01TR9,-,Franklin India Dynamic Accrual Fund (No. of segregated portfolios- 3),,,Franklin Templeton Mutual Fund,Open Ended Schemes(Debt Scheme - Dynamic Bond)
147985,INF090I01TU3,-,Franklin India Dynamic Accrual Fund (No. of segregated portfolios- 3),,,Franklin Templeton Mutual Fund,Open Ended Schemes(Debt Scheme - Dynamic Bond)
147987,INF090I01TV1,-,Franklin India Dynamic Accrual Fund (No. of segregated portfolios- 3),,,Franklin Templeton Mutual Fund,Open Ended Schemes(Debt Scheme - Dynamic Bond)
100499,INF090I01BP1,-,Franklin India Dynamic Accrual Fund (No. of segregated portfolios- 3),,,Franklin Templeton Mutual Fund,Open Ended Schemes(Debt Scheme - Dynamic Bond)
148118,INF789F1APX7,-,UTI - Dynamic Bond Fund ( Segregated - 17022020),,,UTI Mutual Fund,Open Ended Schemes(Debt Scheme - Dynamic Bond)
148117,INF789F1APO6,-,UTI - Dynamic Bond Fund ( Segregated - 17022020),,,UTI Mutual Fund,Open Ended Schemes(Debt Scheme - Dynamic Bond)
148125,INF789F1AQC9,INF789F1AQD7,UTI - Dynamic Bond Fund ( Segregated - 17022020),,,UTI Mutual Fund,Open Ended Schemes(Debt Scheme - Dynamic Bond)
148124,INF789F1AQE5,INF789F1AQF2,UTI - Dynamic Bond Fund ( Segregated - 17022020),,,UTI Mutual Fund,Open Ended Schemes(Debt Scheme - Dynamic Bond)
148120,INF789F1AQA3,INF789F1AQB1,UTI - Dynamic Bond Fund ( Segregated - 17022020),,,UTI Mutual Fund,Open Ended Schemes(Debt Scheme - Dynamic Bond)
148121,INF789F1APY5,INF789F1APZ2,UTI - Dynamic Bond Fund ( Segregated - 17022020),,,UTI Mutual Fund,Open Ended Schemes(Debt Scheme - Dynamic Bond)
148122,INF789F1APT5,INF789F1APU3,UTI - Dynamic Bond Fund ( Segregated - 17022020),,,UTI Mutual Fund,Open Ended Schemes(Debt Scheme - Dynamic Bond)
148123,INF789F1APV1,INF789F1APW9,UTI - Dynamic Bond Fund ( Segregated - 17022020),,,UTI Mutual Fund,Open Ended Schemes(Debt Scheme - Dynamic Bond)
148119,INF789F1APR9,INF789F1APS7,UTI - Dynamic Bond Fund ( Segregated - 17022020),,,UTI Mutual Fund,Open Ended Schemes(Debt Scheme - Dynamic Bond)
148126,INF789F1APP3,INF789F1APQ1,UTI - Dynamic Bond Fund ( Segregated - 17022020),,,UTI Mutual Fund,Open Ended Schemes(Debt Scheme - Dynamic Bond)
130903,INF109KA1H10,-,ICICI Prudential Gilt Fund,,,ICICI Prudential Mutual Fund,Open Ended Schemes(Debt Scheme - Gilt Fund)
130955,INF109KA1H02,-,ICICI Prudential Gilt Fund,,,ICICI Prudential Mutual Fund,Open Ended Schemes(Debt Scheme - Gilt Fund)
130902,INF109KA1I68,-,ICICI Prudential Gilt Fund,,,ICICI Prudential Mutual Fund,Open Ended Schemes(Debt Scheme - Gilt Fund)
120607,INF109K012D6,INF109K013D4,ICICI Prudential Gilt Fund,,,ICICI Prudential Mutual Fund,Open Ended Schemes(Debt Scheme - Gilt Fund)
120608,INF109K014D2,-,ICICI Prudential Gilt Fund,,,ICICI Prudential Mutual Fund,Open Ended Schemes(Debt Scheme - Gilt Fund)
120609,INF109K015D9,INF109K016D7,ICICI Prudential Gilt Fund,,,ICICI Prudential Mutual Fund,Open Ended Schemes(Debt Scheme - Gilt Fund)
130956,INF109KA1I50,-,ICICI Prudential Gilt Fund,,,ICICI Prudential Mutual Fund,Open Ended Schemes(Debt Scheme - Gilt Fund)
100370,INF109K01JW4,INF109K01JV6,ICICI Prudential Gilt Fund,,,ICICI Prudential Mutual Fund,Open Ended Schemes(Debt Scheme - Gilt Fund)
100371,INF109K01JX2,-,ICICI Prudential Gilt Fund,,,ICICI Prudential Mutual Fund,Open Ended Schemes(Debt Scheme - Gilt Fund)
100372,INF109K01JZ7,INF109K01JY0,ICICI Prudential Gilt Fund,,,ICICI Prudential Mutual Fund,Open Ended Schemes(Debt Scheme - Gilt Fund)
138471,INF223J01AR4,-,PGIM India Gilt Fund,,,PGIM India Mutual Fund,Open Ended Schemes(Debt Scheme - Gilt Fund)
138476,INF223J01VM1,-,PGIM India Gilt Fund,,,PGIM India Mutual Fund,Open Ended Schemes(Debt Scheme - Gilt Fund)
138475,INF223J01VL3,-,PGIM India Gilt Fund,,,PGIM India Mutual Fund,Open Ended Schemes(Debt Scheme - Gilt Fund)
102046,-,-,Tata Gilt Securities Fund,,,Tata Mutual Fund,Open Ended Schemes(Debt Scheme - Gilt Fund)
101945,-,-,Tata Gilt Securities Fund,,,Tata Mutual Fund,Open Ended Schemes(Debt Scheme - Gilt Fund)
100041,-,INF209K01KN9,Aditya Birla Sun Life Liquid Fund,,,Aditya Birla Sun Life Mutual Fund,Open Ended Schemes(Debt Scheme - Liquid Fund)
100048,INF209KA1LK7,INF209K01KY6,Aditya Birla Sun Life Liquid Fund,,,Aditya Birla Sun Life Mutual Fund,Open Ended Schemes(Debt Scheme - Liquid Fund)
100044,-,INF209K01KP4,Aditya Birla Sun Life Liquid Fund,,,Aditya Birla Sun Life Mutual Fund,Open Ended Schemes(Debt Scheme - Liquid Fund)
108694,INF194K01VP5,INF194K01VO8,BANDHAN LIQUID Fund,,,Bandhan Mutual Fund,Open Ended Schemes(Debt Scheme - Liquid Fund)
139582,INF194KA14C0,-,BANDHAN LIQUID Fund,,,Bandhan Mutual Fund,Open Ended Schemes(Debt Scheme - Liquid Fund)
139583,INF194KA15C7,-,BANDHAN LIQUID Fund,,,Bandhan Mutual Fund,Open Ended Schemes(Debt Scheme - Liquid Fund)
139584,INF194KA12C4,-,BANDHAN LIQUID Fund,,,Bandhan Mutual Fund,Open Ended Schemes(Debt Scheme - Liquid Fund)
139585,INF194KA13C2,-,BANDHAN LIQUID Fund,,,Bandhan Mutual Fund,Open Ended Schemes(Debt Scheme - Liquid Fund)
141887,-,-,BANK OF INDIA LIQUID FUND,,,Bank of India Mutual Fund,Open Ended Schemes(Debt Scheme - Liquid Fund)
141889,-,-,BANK OF INDIA LIQUID FUND,,,Bank of India Mutual Fund,Open Ended Schemes(Debt Scheme - Liquid Fund)
141888,-,-,BANK OF INDIA LIQUID FUND,,,Bank of India Mutual Fund,Open Ended Schemes(Debt Scheme - Liquid Fund)
141890,-,-,BANK OF INDIA LIQUID FUND,,,Bank of India Mutual Fund,Open Ended Schemes(Debt Scheme - Liquid Fund)
139344,INF955L01GR4,-,BARODA BNP PARIBAS LIQUID FUND,,,Baroda BNP Paribas Mutual Fund,Open Ended Schemes(Debt Scheme - Liquid Fund)
116803,INF955L01534,INF955L01542,BARODA BNP PARIBAS LIQUID FUND,,,Baroda BNP Paribas Mutual Fund,Open Ended Schemes(Debt Scheme - Liquid Fund)
142248,-,-,BARODA BNP PARIBAS LIQUID FUND,,,Baroda BNP Paribas Mutual Fund,Open Ended Schemes(Debt Scheme - Liquid Fund)
142246,-,-,BARODA BNP PARIBAS LIQUID FUND,,,Baroda BNP Paribas Mutual Fund,Open Ended Schemes(Debt Scheme - Liquid Fund)
142245,-,-,BARODA BNP PARIBAS LIQUID FUND,,,Baroda BNP Paribas Mutual Fund,Open Ended Schemes(Debt Scheme - Liquid Fund)
142247,-,-,BARODA BNP PARIBAS LIQUID FUND,,,Baroda BNP Paribas Mutual Fund,Open Ended Schemes(Debt Scheme - Liquid Fund)
101408,INF955L01575,-,BARODA BNP PARIBAS LIQUID FUND,,,Baroda BNP Paribas Mutual Fund,Open Ended Schemes(Debt Scheme - Liquid Fund)
101407,INF955L01559,INF955L01567,BARODA BNP PARIBAS LIQUID FUND,,,Baroda BNP Paribas Mutual Fund,Open Ended Schemes(Debt Scheme - Liquid Fund)
101409,INF955L01518,INF955L01526,BARODA BNP PARIBAS LIQUID FUND,,,Baroda BNP Paribas Mutual Fund,Open Ended Schemes(Debt Scheme - Liquid Fund)
140189,INF754K01HR1,-,Edelweiss Liquid Fund,,,Edelweiss Mutual Fund,Open Ended Schemes(Debt Scheme - Liquid Fund)
140176,INF754K01HE9,-,Edelweiss Liquid Fund,,,Edelweiss Mutual Fund,Open Ended Schemes(Debt Scheme - Liquid Fund)
140178,-,INF754K01HG4,Edelweiss Liquid Fund,,,Edelweiss Mutual Fund,Open Ended Schemes(Debt Scheme - Liquid Fund)
140177,-,INF754K01HF6,Edelweiss Liquid Fund,,,Edelweiss Mutual Fund,Open Ended Schemes(Debt Scheme - Liquid Fund)
140180,-,INF754K01HI0,Edelweiss Liquid Fund,,,Edelweiss Mutual Fund,Open Ended Schemes(Debt Scheme - Liquid Fund)
100878,INF179K01KP9,-,HDFC Liquid Fund,,,HDFC Mutual Fund,Open Ended Schemes(Debt Scheme - Liquid Fund)
100881,INF179K01KS3,-,HDFC Liquid Fund,,,HDFC Mutual Fund,Open Ended Schemes(Debt Scheme - Liquid Fund)
100872,INF179K01KQ7,-,HDFC Liquid Fund,,,HDFC Mutual Fund,Open Ended Schemes(Debt Scheme - Liquid Fund)
100357,INF109K01UU5,INF109K01UT7,ICICI Prudential Liquid Fund,,,ICICI Prudential Mutual Fund,Open Ended Schemes(Debt Scheme - Liquid Fund)
100359,INF109K01VJ6,-,ICICI Prudential Liquid Fund,,,ICICI Prudential Mutual Fund,Open Ended Schemes(Debt Scheme - Liquid Fund)
130933,INF109KA1G94,-,ICICI Prudential Liquid Fund -,,,ICICI Prudential Mutual Fund,Open Ended Schemes(Debt Scheme - Liquid Fund)
120198,INF109K01P99,INF109K01Q07,ICICI Prudential Liquid Fund -,,,ICICI Prudential Mutual Fund,Open Ended Schemes(Debt Scheme - Liquid Fund)
120187,INF109K01Q56,INF109K01Q64,ICICI Prudential Liquid Fund -,,,ICICI Prudential Mutual Fund,Open Ended Schemes(Debt Scheme - Liquid Fund)
120189,INF109K01R06,-,ICICI Prudential Liquid Fund -,,,ICICI Prudential Mutual Fund,Open Ended Schemes(Debt Scheme - Liquid Fund)
120196,INF109K01Q72,INF109K01Q80,ICICI Prudential Liquid Fund -,,,ICICI Prudential Mutual Fund,Open Ended Schemes(Debt Scheme - Liquid Fund)
130934,INF109KA1G86,-,ICICI Prudential Liquid Fund -,,,ICICI Prudential Mutual Fund,Open Ended Schemes(Debt Scheme - Liquid Fund)
104308,INF109K01UX9,INF109K01UW1,ICICI Prudential Liquid Fund -,,,ICICI Prudential Mutual Fund,Open Ended Schemes(Debt Scheme - Liquid Fund)
103344,INF109K01VH0,-,ICICI Prudential Liquid Fund -,,,ICICI Prudential Mutual Fund,Open Ended Schemes(Debt Scheme - Liquid Fund)
139434,INF109KB1WR9,-,ICICI Prudential Liquid Fund -,,,ICICI Prudential Mutual Fund,Open Ended Schemes(Debt Scheme - Liquid Fund)
139432,INF109KB1WS7,-,ICICI Prudential Liquid Fund -,,,ICICI Prudential Mutual Fund,Open Ended Schemes(Debt Scheme - Liquid Fund)
