date,nav,scheme_code,fund_name
2021-03-31,89.0426,120841,HDFC Index Fund - Nifty 50 Plan - Growth
2021-04-01,90.4644,120841,HDFC Index Fund - Nifty 50 Plan - Growth
2021-04-05,90.8865,120841,HDFC Index Fund - Nifty 50 Plan - Growth
2021-04-06,91.8145,120841,HDFC Index Fund - Nifty 50 Plan - Growth
2021-04-07,92.4212,120841,HDFC Index Fund - Nifty 50 Plan - Growth
2021-04-08,93.6119,120841,HDFC Index Fund - Nifty 50 Plan - Growth
2021-04-09,95.195,120841,HDFC Index Fund - Nifty 50 Plan - Growth
2021-04-12,91.0016,120841,HDFC Index Fund - Nifty 50 Plan - Growth
2021-04-13,91.6968,120841,HDFC Index Fund - Nifty 50 Plan - Growth
2021-04-15,91.3154,120841,HDFC Index Fund - Nifty 50 Plan - Growth
2021-04-16,92.2092,120841,HDFC Index Fund - Nifty 50 Plan - Growth
2021-04-19,91.1552,120841,HDFC Index Fund - Nifty 50 Plan - Growth
2021-04-20,91.9398,120841,HDFC Index Fund - Nifty 50 Plan - Growth
2021-04-22,92.9617,120841,HDFC Index Fund - Nifty 50 Plan - Growth
2021-04-23,93.2959,120841,HDFC Index Fund - Nifty 50 Plan - Growth
2021-04-26,93.8119,120841,HDFC Index Fund - Nifty 50 Plan - Growth
2021-04-27,95.2842,120841,HDFC Index Fund - Nifty 50 Plan - Growth
2021-04-28,95.7304,120841,HDFC Index Fund - Nifty 50 Plan - Growth
2021-04-29,94.9422,120841,HDFC Index Fund - Nifty 50 Plan - Growth
2021-04-30,94.7152,120841,HDFC Index Fund - Nifty 50 Plan - Growth
2021-05-03,96.3213,120841,HDFC Index Fund - Nifty 50 Plan - Growth
2021-05-04,96.3119,120841,HDFC Index Fund - Nifty 50 Plan - Growth
2021-05-05,98.0632,120841,HDFC Index Fund - Nifty 50 Plan - Growth
2021-05-06,98.8142,120841,HDFC Index Fund - Nifty 50 Plan - Growth
2021-05-07,99.8228,120841,HDFC Index Fund - Nifty 50 Plan - Growth
2021-05-10,101.7622,120841,HDFC Index Fund - Nifty 50 Plan - Growth
2021-05-11,103.9738,120841,HDFC Index Fund - Nifty 50 Plan - Growth
2021-05-12,104.0749,120841,HDFC Index Fund - Nifty 50 Plan - Growth
2021-05-14,101.9095,120841,HDFC Index Fund - Nifty 50 Plan - Growth
2021-05-17,103.0522,120841,HDFC Index Fund - Nifty 50 Plan - Growth
2021-05-18,103.9544,120841,HDFC Index Fund - Nifty 50 Plan - Growth
2021-05-19,103.9913,120841,HDFC Index Fund - Nifty 50 Plan - Growth
2021-05-20,103.873,120841,HDFC Index Fund - Nifty 50 Plan - Growth
2021-05-21,104.4634,120841,HDFC Index Fund - Nifty 50 Plan - Growth
2021-05-24,105.2387,120841,HDFC Index Fund - Nifty 50 Plan - Growth
2021-05-25,104.7153,120841,HDFC Index Fund - Nifty 50 Plan - Growth
2021-05-26,104.5778,120841,HDFC Index Fund - Nifty 50 Plan - Growth
2021-05-27,104.8858,120841,HDFC Index Fund - Nifty 50 Plan - Growth
