scheme_code,scheme_name,isin_growth,isin_div_reinvestment
120088,DHFL Pramerica Dynamic Asset Allocation Fund - Direct Plan-Growth Option,,
120001,BNP Paribas Mid Cap Fund - Direct Plan - Income Distribution cum Capital Withdrawal Option,,
120089,HDFC FMP 1919D January 2013 (1) Growth Option,,
120002,BNP Paribas Mid Cap Fund - Direct Plan - Growth Option,,
120090,HDFC FMP 1919D January 2013 (1) Dividend Option,,
120003,ING Income Growth Multi Manager FoF Scheme - 15% Equity Plan -  Direct Plan - Option A - Growth Option,,
120091,HDFC FMP 1919D January 2013 (1) Direct Plan Quarterly Dividend Option,,
120004,ING Income Growth Multi Manager FoF Scheme - 15% Equity Plan - Direct Plan - Option A- Dividend Option,,
120092,HDFC FMP 1919D January 2013 (1) Direct Plan Flexi Option,,
120005,ING 5 Star Multi Manager FoF Scheme - Direct Plan - Growth Option,,
120093,HDFC FMP 1919D January 2013 (1) Quarterly Dividend Option,,
120006,ING 5 Star Multi Manager FoF Scheme - Direct Plan - Dividend Option,,
120094,HDFC FMP 1919D January 2013 (1) Flexi Option,,
120007,BNP Paribas LOW DURATION Fund - Direct Plan - Daily Income Distribution cum Capital Withdrawal Option,,
120095,HDFC FMP 1919D January 2013 (1) Direct Plan Growth Option,,
120008,BNP Paribas LOW DURATION Fund - Direct Plan - Growth Option,,
120096,HDFC FMP 1919D January 2013 (1) Direct Plan Dividend Option,,
120009,BNP Paribas LOW DURATION Fund - Direct Plan - Monthly Income Distribution cum Capital Withdrawal Option,,
120097,DHFL Pramerica Dynamic Monthly Income Fund - Direct Plan-Monthly Dividend Option,,
120010,BNP Paribas LOW DURATION Fund - Direct Plan - Weekly Income Distribution cum Capital Withdrawal Option,,
120098,DHFL Pramerica Dynamic Monthly Income Fund - Direct Plan-Growth Option,,
120013,ING Global Commodities Fund - Direct plan - Growth Option,,
120099,DHFL Pramerica Large Cap Equity Fund - Direct Plan-Dividend Option,,
120014,ING Global Commodities Fund - Direct Plan - Dividend Option,,
120100,DHFL Pramerica Large Cap Equity Fund - Direct Plan-Growth Option,,
120015,ING Multi Manager Equity Fund - Direct Plan - Option A Dividend Option,,
120101,HSBC Medium to Long Duration Fund - Direct Quarterly IDCW,INF336L01EO9,INF336L01EP6
120016,ING Multi Manager Equity Fund - Direct Plan - Option A -  Growth  Option,,
120102,DHFL Pramerica Liquid Fund - Direct Plan-Daily Dividend Option,,
120017,ING Global Real Estate Fund - Retail Plan - Direct Plan - Growth Option,,
120104,DHFL Pramerica Liquid Fund - Direct Plan-Growth Option,,
120018,ING Global Real Estate Fund - Retail Plan - Direct Plan - Dividend Option,,
120105,DHFL Pramerica Liquid Fund - Direct Plan-Monthly Dividend Option,,
120019,ING Latin America Equity Fund - Direct Plan - Growth Option,,
120106,DHFL Pramerica Liquid Fund - Direct Plan-Weekly Dividend - Option,,
120107,DHFL PRAMERICA SHORT TERM FLOATING RATE FUND - DIRECT PLAN - DAILY DIVIDEND OPTION,,
120020,ING Latin America Equity Fund - Direct Plan - Dividend Option,,
120108,DHFL PRAMERICA SHORT TERM FLOATING RATE FUND - DIRECT PLAN - GROWTH OPTION,,
120021,ING Financial Planning Fund - Cautious Plan - Direct Plan - Dividend Option,,
120109,DHFL PRAMERICA SHORT TERM FLOATING RATE FUND - DIRECT PLAN - MONTHLY DIVIDEND OPTION,,
120022,ING Financial Planning Fund - Conservative Plan - Direct Plan - Growth Option,,
120110,DHFL PRAMERICA SHORT TERM FLOATING RATE FUND - DIRECT PLAN - WEEKLY DIVIDEND OPTION,,
120023,ING Financial Planning Fund - Conservative Plan - Direct Plan - Dividend Option,,
120111,BNP Paribas Conservative Hybrid Fund - Direct Plan - Quarterly Income Distribution cum Capital Withdrawal Option,,
120024,ING Financial Planning Fund - Prudent Plan - Direct Plan - Growth Option,,
120112,DHFL Pramerica Short Term Income Fund - Direct Plan-Fortnightly Dividend Option,,
120025,ING Financial Planning Fund - Aggressive Plan - Direct Plan - Growth Option,,
120113,DHFL Pramerica Short Term Income Fund - Direct Plan-Growth Option,,
120026,ING Financial Planning Fund - Aggressive Plan - Direct Plan - Dividend Option,,
120027,ING Financial Planning Fund - Cautious Plan - Direct Plan - Growth Option,,
120114,DHFL Pramerica Short Term Income Fund - Direct Plan-Monthly Dividend Option,,
120028,ING Financial Planning Fund - Prudent Plan - Direct Plan - Dividend Option,,
120115,DHFL Pramerica Short Term Income Fund - Direct Plan-Quarterly Dividend Option,,
120029,HSBC Large Cap Fund - Direct IDCW,INF336L01CK1,INF336L01CL9
120116,DHFL Pramerica Short Term Income Fund - Direct Plan-Weekly Dividend Option,,
120030,HSBC Large Cap Fund - Direct Growth,INF336L01CM7,
120117,DHFL Pramerica Treasury Advantage Fund - Direct Plan - Daily Dividend Option,,
120031,ING Income Growth Multi Manager FoF Scheme - 30% Equity Plan - Direct Plan - Option A - Dividend Option,,
120119,DHFL Pramerica Treasury Advantage Fund - Direct Plan-Growth Option,,
120032,ING Income Growth Multi Manager FoF Scheme - 30% Equity Plan -Direct Plan - Option A -  Growth Option,,
120120,DHFL Pramerica Treasury Advantage Fund - Direct Plan-Monthly Dividend Option,,
120033,HSBC Infrastructure Equity Fund - IDCW Direct Plan,,
120121,DHFL Pramerica Treasury Advantage Fund - Direct Plan-Weekly Dividend Option,,
120034,HSBC Infrastructure Equity Fund - Growth Direct,,
120122,BNP Paribas LIQUID Fund - Direct Plan - Daily Dividend Option,,
120035,HSBC Brazil Fund - Growth Direct,INF336L01BY4,
120036,HSBC Brazil Fund - IDCW Direct Plan,INF336L01BW8,INF336L01BX6
120123,BNP Paribas LIQUID Fund - Direct Plan - Growth Option,,
120037,HSBC Liquid Fund - Direct Daily IDCW,,INF336L01CB0
120124,BNP Paribas LIQUID Fund - Direct Plan - Monthly Dividend Option,,
120038,HSBC Liquid Fund -  Growth Direct,INF336L01CC8,
120125,BNP Paribas LIQUID Fund - Direct Plan - Weekly Dividend Option,,
120039,HSBC Liquid Fund - Direct Monthly IDCW,INF336L01BZ1,INF336L01CA2
120127,DHFL Pramerica Ultra Short Term Bond Fund - Direct Plan-Weekly Dividend Option,,
120040,HSBC Liquid Fund - Direct Weekly IDCW,INF336L01LK2,INF336L01CD6
120128,DHFL Pramerica Ultra Short Term Bond Fund - Direct Plan-Daily Dividend Option,,
120041,HSBC Dynamic Asset Allocation Fund-Dividend Direct,,
120129,DHFL Pramerica Ultra Short Term Bond Fund - Direct Plan-Growth Option,,
120042,HSBC Dynamic Asset Allocation Fund-Growth Direct,,
120130,DHFL Pramerica Ultra Short Term Bond Fund - Direct Plan-Monthly Dividend Option,,
120043,HSBC Global Emerging Market Fund - Growth Direct,INF336L01CJ3,
120131,BNP Paribas Short Term Fund - Direct Plan - Growth Option,,
120044,HSBC Global Emerging Markets Fund - IDCW Direct Plan,INF336L01CH7,INF336L01CI5
120132,BNP Paribas Short Term Fund - Direct Plan - Monthly Income Distribution cum Capital Withdrawal Option,,
120045,HSBC Flexi Cap Fund - Direct IDCW,INF336L01DF9,INF336L01DG7
120133,BNP Paribas Short Term Fund - Direct Plan - Quarterly Income Distribution cum Capital Withdrawal Option,,
120046,HSBC Flexi Cap Fund - Direct Growth,INF336L01DH5,
120134,BNP Paribas Short Term Fund - Direct Plan - Weekly Income Distribution cum Capital Withdrawal Option,,
120047,HSBC Flexi Debt Fund - Fortnightly Dividend Direct,,
120135,BNP Paribas Short Term Fund - Direct Plan - Daily Income Distribution cum Capital Withdrawal Option,,
120048,HSBC Flexi Debt Fund - Growth Direct,,
120136,SBI Constant Maturity 10 Year Gilt Fund - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW),INF200K01SI1,INF200K01SJ9
120049,HSBC Flexi Debt Fund - Half-yearly IDCW Direct Plan,,
120137,SBI CONSTANT MATURITY 10 YEAR GILT FUND - DIRECT PLAN - GROWTH,INF200K01SK7,
120050,HSBC Flexi Debt Fund - Monthly IDCW Direct Plan,,
120138,HDFC FMP 462D January 2013 (1) Direct Plan Flexi Option,,
120051,HSBC Flexi Debt Fund - Quarterly IDCW Direct Plan,,
120139,HDFC FMP 462D January 2013 (1) Direct Plan Dividend Option,,
120052,HSBC Floating Rate Fund - Long Term Plan - Monthly Dividend Direct,,
120140,HDFC FMP 462D January 2013 (1) Direct Plan Growth Option,,
120053,HSBC Floating Rate Fund - Long Term Plan - Fortnightly  Dividend Direct,,
120141,HDFC FMP 462D January 2013 (1) Direct Plan Quarterly Dividend Option,,
120054,HSBC Floating Rate Fund - Long Term Plan - Growth Direct,,
120055,HSBC Floating Rate - Long Term Plan - Weekly Dividend Direct,,
120142,HDFC FMP 462D January 2013 (1) Dividend Option,,
120056,HSBC Gilt Fund - Monthly Dividend Direct,,
120144,HDFC FMP 462D January 2013 (1) Growth Option,,
120057,HSBC Gilt Fund - Growth Direct,,
120145,HDFC FMP 462D January 2013 (1) Quarterly Dividend Option,,
120058,HSBC Gilt Fund - Weekly Dividend Direct,,
120146,BNP Paribas Long Term Equity Fund - Direct Plan - Income Distribution cum Capital Withdrawal Option,,
120059,HSBC Medium to Long Duration Fund - Direct Growth,INF336L01DE2,
120147,BNP Paribas Long Term Equity Fund - Direct Plan - Growth Option,,
120060,HSBC Short Duration Fund - Monthly IDCW Direct Plan,,
120148,Reliance Fixed Horizon Fund - XXII - Series 39 - Growth Option,,
120061,HSBC Short Duration Fund - Weekly IDCW Direct Plan,,
120149,Reliance Fixed Horizon Fund - XXII - Series 39 - Dividend Payout Option,,
120150,Reliance Fixed Horizon Fund - XXII - Series 39 - Direct Plan - Growth Option,,
120062,HSBC Short Duration Fund - Growth Direct,,
120151,Reliance Fixed Horizon Fund - XXII - Series 39 - Direct Plan - Dividend Payout Option,,
120063,HSBC Low Duration Fund - Weekly IDCW Direct Plan,,
120065,HSBC Low Duration Fund - Daily IDCW Direct Plan,,
120152,Kotak Large Cap  Fund - Growth - Direct,INF174K01KW6,
120066,HSBC Low Duration Fund - Growth Direct,,
120153,Kotak Large Cap Fund - Payout of Income Distribution cum capital withdrawal option - Direct,INF174K01KY2,INF174K01KX4
120067,HSBC Low Duration Fund - Monthly IDCW Direct Plan,,
120154,Kotak Debt Hybrid - Growth - Direct,INF174K01JZ1,
120068,HSBC Small Cap Equity Fund - IDCW Direct Plan,,
120155,Kotak Debt Hybrid - Monthly Payout of Income Distribution cum capital withdrawal option - Direct,INF174K01KA2,INF174K01KB0
120069,HSBC Small Cap Equity Fund - Growth Direct,,
120156,Kotak Debt Hybrid - Quarterly Payout of Income Distribution cum capital withdrawal option - Direct,,
120070,HSBC MIP-Regular Plan-Monthly Dividend Direct,,
120157,Kotak Large & Midcap Fund - IDCW-Direct,INF174K01LG7,INF174K01LH5
120072,HSBC MIP-Regular Plan-Growth Direct,,
120158,Kotak Large & Midcap Fund - Direct- Growth,INF174K01LF9,
120073,HSBC Conservative Hybrid Fund - Direct Growth,INF336L01DW4,
120159,Kotak Multi Asset Allocation Fund-Annual Dividend - Direct,,
120074,HSBC Conservative Hybrid Fund - Direct Monthly IDCW,INF336L01DX2,INF336L01DY0
120160,Kotak Multi Asset Allocation Fund-Growth - Direct,,
120075,HSBC Conservative Hybrid Fund - Direct Quarterly IDCW,INF336L01DZ7,INF336L01EA8
120161,Kotak Multi Asset Allocation Fund-Monthly Dividend - Direct,,
120076,HSBC - Small Cap Fund - Dividend Direct,,
120162,Kotak Multi Asset Allocation Fund-Quarterly Dividend - Direct,,
120077,HSBC - Small Cap Fund - Growth Direct,,
120163,Kotak-Small Cap Fund - Payout of Income Distribution cum capital withdrawal option - Direct,INF174K01KU0,INF174K01KV8
120078,HSBC Tax Saver Equity Fund - IDCW Direct Plan,INF336L01ER2,
120164,Kotak-Small Cap Fund - Growth - Direct,INF174K01KT2,
120165,Kotak Flexicap Fund - Payout of Income Distribution cum capital withdrawal option- Direct,INF174K01LQ6,INF174K01LR4
120079,HSBC Tax Saver Equity Fund - Growth Direct,INF336L01EE0,
120166,Kotak Flexicap Fund - Growth - Direct,INF174K01LS2,
120080,HSBC Dividend Yield Equity Fund-Dividend Direct,,
120167,Kotak Quarterly Interval Plan Series 1 - Dividend - Direct,,
120081,HSBC Dividend Yield Equity Fund-Growth Direct,,
120168,Kotak Quarterly Interval Plan Series 1 - Growth - Direct,,
120169,Kotak Quarterly Interval Plan Series 2 - Dividend - Direct,,
120082,BNP Paribas Conservative Hybrid Fund - Direct Plan - Growth Option,,
120170,Kotak Quarterly Interval Plan Series 2 - Growth - Direct,,
120083,BNP Paribas Conservative Hybrid Fund - Direct Plan - Monthly Income Distribution cum Capital Withdrawal Option,,
120171,Kotak Quarterly Interval Plan Series 3 - Dividend - Direct,,
120084,PGIM India Dynamic Bond Fund - Direct Plan-Growth Option,INF663L01AD7,
120172,Kotak Quarterly Interval Plan Series 3 - Growth - Direct,,
120085,PGIM India Dynamic Bond Fund - Direct Plan-Monthly Dividend Option,,
120173,Kotak Quarterly Interval Plan Series 4 - Dividend - Direct,,
120086,PGIM India Dynamic Bond Fund - Direct Plan-Quarterly Dividend Option,INF663L01AI6,INF663L01AH8
120174,Kotak Quarterly Interval Plan Series 4 - Growth - Direct,,
120087,DHFL Pramerica Dynamic Asset Allocation Fund- Direct Plan-Dividend Option,,
120175,Kotak Quarterly Interval Plan Series 5-Dividend - Direct,,
120088,DHFL Pramerica Dynamic Asset Allocation Fund - Direct Plan-Growth Option,,
120176,Kotak Quarterly Interval Plan Series 5-Growth - Direct,,
120089,HDFC FMP 1919D January 2013 (1) Growth Option,,
120090,HDFC FMP 1919D January 2013 (1) Dividend Option,,
120177,IDFC FTP SERIES - 7 - Regular Plan - Growth,,
120179,IDFC FTP SERIES - 7 - Regular Plan - Quarterly Dividend,,
120091,HDFC FMP 1919D January 2013 (1) Direct Plan Quarterly Dividend Option,,
120180,IDFC FTP SERIES - 7 - Regular Plan - Periodic Dividend,,
120092,HDFC FMP 1919D January 2013 (1) Direct Plan Flexi Option,,
120181,IDFC FTP SERIES - 7 - Direct Plan - Growth,,
120093,HDFC FMP 1919D January 2013 (1) Quarterly Dividend Option,,
120182,IDFC FTP SERIES - 7 - Direct Plan - Quarterly Dividend,,
120094,HDFC FMP 1919D January 2013 (1) Flexi Option,,
120185,ICICI Prudential US Bluechip Equity Fund - Direct Plan -  IDCW,INF109K01Z55,INF109K01Z63
120095,HDFC FMP 1919D January 2013 (1) Direct Plan Growth Option,,
120186,ICICI Prudential US Bluechip Equity Fund - Direct Plan -  Growth,INF109K01Z71,
120096,HDFC FMP 1919D January 2013 (1) Direct Plan Dividend Option,,
120187,ICICI Prudential Liquid Fund - Direct Plan -  Half Yearly IDCW,,
120097,DHFL Pramerica Dynamic Monthly Income Fund - Direct Plan-Monthly Dividend Option,,
120188,ICICI Prudential Liquid Fund - Direct Plan - Daily IDCW,,INF109K01Q15
120098,DHFL Pramerica Dynamic Monthly Income Fund - Direct Plan-Growth Option,,
120189,ICICI Prudential Liquid Fund - Direct Plan - Monthly IDCW,,
120099,DHFL Pramerica Large Cap Equity Fund - Direct Plan-Dividend Option,,
120190,ICICI Prudential Liquid Fund - Direct Plan - Weekly IDCW,INF109K01Q98,
120100,DHFL Pramerica Large Cap Equity Fund - Direct Plan-Growth Option,,
120191,ICICI Prudential Liquid Fund - Direct Plan -  IDCW Others,INF109K01Q31,INF109K01Q23
120101,HSBC Medium to Long Duration Fund - Direct Quarterly IDCW,INF336L01EO9,INF336L01EP6
120196,ICICI Prudential Liquid Fund - Direct Plan - Quarterly IDCW,,
120102,DHFL Pramerica Liquid Fund - Direct Plan-Daily Dividend Option,,
120197,ICICI Prudential Liquid Fund - Direct Plan - Growth,INF109K01Q49,
120104,DHFL Pramerica Liquid Fund - Direct Plan-Growth Option,,
120198,ICICI Prudential Liquid Fund - Direct Plan -  Annual IDCW,,
120105,DHFL Pramerica Liquid Fund - Direct Plan-Monthly Dividend Option,,
120199,UTI FTIF Series XIII -IV (546 DAYS) - Quarterly Dividend Option,,
120106,DHFL Pramerica Liquid Fund - Direct Plan-Weekly Dividend - Option,,
120200,UTI FTIF Series XIII -IV (546 DAYS) - Growth Option,,
120107,DHFL PRAMERICA SHORT TERM FLOATING RATE FUND - DIRECT PLAN - DAILY DIVIDEND OPTION,,
120201,UTI FTIF Series XIII -IV (546 DAYS) - Maturity Dividend Option,,
120108,DHFL PRAMERICA SHORT TERM FLOATING RATE FUND - DIRECT PLAN - GROWTH OPTION,,
120202,UTI FTIF Series XIII -IV (546 DAYS) - Annual Dividend Option,,
120109,DHFL PRAMERICA SHORT TERM FLOATING RATE FUND - DIRECT PLAN - MONTHLY DIVIDEND OPTION,,
120203,Birla Sun Life Fixed Term Plan-Series GF (539 days)-Regular Plan-Quarterly Dividend,,
120110,DHFL PRAMERICA SHORT TERM FLOATING RATE FUND - DIRECT PLAN - WEEKLY DIVIDEND OPTION,,
120204,Birla Sun Life Fixed Term Plan-Series GF (539 days)-Regular Plan-Normal Dividend,,
120111,BNP Paribas Conservative Hybrid Fund - Direct Plan - Quarterly Income Distribution cum Capital Withdrawal Option,,
120205,Birla Sun Life Fixed Term Plan-Series GF (539 days)-Regular Plan-Growth,,
120112,DHFL Pramerica Short Term Income Fund - Direct Plan-Fortnightly Dividend Option,,
120206,Birla Sun Life Fixed Term Plan-Series GF (539 days)-Direct Plan-Normal Dividend,,
120113,DHFL Pramerica Short Term Income Fund - Direct Plan-Growth Option,,
120207,Birla Sun Life Fixed Term Plan-Series GF (539 days)-Direct Plan-Quarterly Dividend,,
120114,DHFL Pramerica Short Term Income Fund - Direct Plan-Monthly Dividend Option,,
120208,Birla Sun Life Fixed Term Plan-Series GF (539 days)-Direct Plan-Growth,,
120115,DHFL Pramerica Short Term Income Fund - Direct Plan-Quarterly Dividend Option,,
120209,ICICI Prudential Money Market Fund Option - Direct Plan -  Daily IDCW,,INF109K01R22
120116,DHFL Pramerica Short Term Income Fund - Direct Plan-Weekly Dividend Option,,
120210,ICICI Prudential Money Market Fund Option - Direct Plan -  Fortnightly IDCW,,
120117,DHFL Pramerica Treasury Advantage Fund - Direct Plan - Daily Dividend Option,,
120211,ICICI Prudential Money Market Fund Option - Direct Plan -  Growth,INF109K01R14,
120119,DHFL Pramerica Treasury Advantage Fund - Direct Plan-Growth Option,,
120212,ICICI Prudential Money Market Fund Option - Direct Plan -  Weekly IDCW,INF109K01R89,
120120,DHFL Pramerica Treasury Advantage Fund - Direct Plan-Monthly Dividend Option,,
120213,ICICI Prudential Money Market Fund Option - Direct Plan -  Monthly IDCW,,
120121,DHFL Pramerica Treasury Advantage Fund - Direct Plan-Weekly Dividend Option,,
120216,ICICI Prudential Money Market Fund Option - Direct Plan -  IDCW Others,INF109K01R30,
120122,BNP Paribas LIQUID Fund - Direct Plan - Daily Dividend Option,,
120218,Aditya Birla Sun Life Interval Income Fund - Annual Plan I-Regular Plan-Quarterly Dividend,,
120123,BNP Paribas LIQUID Fund - Direct Plan - Growth Option,,
120219,Aditya Birla Sun Life Interval Income Fund - Annual Plan I-Regular Plan-Growth,,
120124,BNP Paribas LIQUID Fund - Direct Plan - Monthly Dividend Option,,
120221,Aditya Birla Sun Life Interval Income Fund - Annual Plan I-Direct Plan-Growth,,
120125,BNP Paribas LIQUID Fund - Direct Plan - Weekly Dividend Option,,
120222,Aditya Birla Sun Life Interval Income Fund - Annual Plan I-Regular Plan-Normal Dividend,,
120127,DHFL Pramerica Ultra Short Term Bond Fund - Direct Plan-Weekly Dividend Option,,
120224,Kotak Quarterly Interval Plan Series 6 - Dividend - Direct,,
120128,DHFL Pramerica Ultra Short Term Bond Fund - Direct Plan-Daily Dividend Option,,
120225,Kotak Quarterly Interval Plan Series 6 - Growth - Direct,,
120129,DHFL Pramerica Ultra Short Term Bond Fund - Direct Plan-Growth Option,,
120228,Kotak Quarterly Interval Plan Series 7 - Growth - Direct,,
120130,DHFL Pramerica Ultra Short Term Bond Fund - Direct Plan-Monthly Dividend Option,,
120229,Kotak Quarterly Interval Plan Series 7 - Dividend - Direct,,
120131,BNP Paribas Short Term Fund - Direct Plan - Growth Option,,
120230,Kotak Quarterly Interval Plan Series 8 - Growth - Direct,,
120132,BNP Paribas Short Term Fund - Direct Plan - Monthly Income Distribution cum Capital Withdrawal Option,,
120233,Kotak Quarterly Interval Plan Series 9 - Growth - Direct,,
120133,BNP Paribas Short Term Fund - Direct Plan - Quarterly Income Distribution cum Capital Withdrawal Option,,
120238,Kotak Quarterly Interval Plan Series 10 - Growth - Direct,,
120134,BNP Paribas Short Term Fund - Direct Plan - Weekly Income Distribution cum Capital Withdrawal Option,,
120241,Sahara Income Fund-Dividend- Direct,,
120135,BNP Paribas Short Term Fund - Direct Plan - Daily Income Distribution cum Capital Withdrawal Option,,
120242,ICICI Prudential Multi Sector Passive FOF - Direct Plan - Growth,INF109K01W58,
120136,SBI Constant Maturity 10 Year Gilt Fund - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW),INF200K01SI1,INF200K01SJ9
120243,ICICI Prudential Multi Sector Passive FOF - Direct Plan -  IDCW,INF109K01W33,INF109K01W41
120137,SBI CONSTANT MATURITY 10 YEAR GILT FUND - DIRECT PLAN - GROWTH,INF200K01SK7,
120244,ICICI Prudential Banking and Financial Services Fund - Direct Plan -  Growth,INF109K013J1,
120138,HDFC FMP 462D January 2013 (1) Direct Plan Flexi Option,,
120245,ICICI Prudential Banking and Financial Services Fund - Direct Plan -  IDCW,INF109K011J5,INF109K012J3
120139,HDFC FMP 462D January 2013 (1) Direct Plan Dividend Option,,
120246,Sahara Income Fund-Growth-Direct,,
120140,HDFC FMP 462D January 2013 (1) Direct Plan Growth Option,,
120248,LIC MF Liquid Fund-Direct Plan-Daily IDCW,INF767K01DL5,INF767K01DM3
120141,HDFC FMP 462D January 2013 (1) Direct Plan Quarterly Dividend Option,,
120249,LIC MF Liquid Fund-Direct Plan-Growth,INF767K01DN1,
120142,HDFC FMP 462D January 2013 (1) Dividend Option,,
120251,ICICI Prudential Equity & Debt Fund - Direct Plan - Growth,INF109K01Y07,
120144,HDFC FMP 462D January 2013 (1) Growth Option,,
120252,ICICI Prudential Equity & Debt Fund - Direct Plan - Monthly IDCW,INF109K01X81,INF109K01X99
120145,HDFC FMP 462D January 2013 (1) Quarterly Dividend Option,,
120253,Sahara Liquid Fund-Fixed Pricing -Direct - Daily Dividend Option- Direct,,
120146,BNP Paribas Long Term Equity Fund - Direct Plan - Income Distribution cum Capital Withdrawal Option,,
120255,ICICI Prudential Banking and PSU Debt Fund - Direct Plan -  Weekly IDCW,,
120147,BNP Paribas Long Term Equity Fund - Direct Plan - Growth Option,,
120256,ICICI Prudential Banking and PSU Debt Fund - Direct Plan -  Growth,INF109K010A6,
120148,Reliance Fixed Horizon Fund - XXII - Series 39 - Growth Option,,
120257,ICICI Prudential Banking and PSU Debt Fund - Direct Plan -  Daily IDCW,,
120149,Reliance Fixed Horizon Fund - XXII - Series 39 - Dividend Payout Option,,
120258,ICICI Prudential Banking and PSU Debt Fund - Direct Plan -  Quarterly IDCW,INF109K011A4,INF109K012A2
120150,Reliance Fixed Horizon Fund - XXII - Series 39 - Direct Plan - Growth Option,,
120259,LIC MF ULIS (5 Yrs. Single Premium)-Direct Plan-IDCW Reinvestment,,INF767K01DO9
120151,Reliance Fixed Horizon Fund - XXII - Series 39 - Direct Plan - Dividend Payout Option,,
120260,LIC MF Aggressive Hybrid Fund-Direct Plan-IDCW,INF767K01EC2,INF767K01EE8
120152,Kotak Large Cap  Fund - Growth - Direct,INF174K01KW6,
120261,LIC MF Aggressive Hybrid Fund-Direct Plan-Growth,INF767K01ED0,
120153,Kotak Large Cap Fund - Payout of Income Distribution cum capital withdrawal option - Direct,INF174K01KY2,INF174K01KX4
120262,Sahara Liquid Fund-Fixed Pricing - Direct -Growth option,,
120154,Kotak Debt Hybrid - Growth - Direct,INF174K01JZ1,
120263,LIC MF Flexi Cap Fund-Direct Plan-IDCW,INF767K01EF5,INF767K01EH1
120155,Kotak Debt Hybrid - Monthly Payout of Income Distribution cum capital withdrawal option - Direct,INF174K01KA2,INF174K01KB0
120264,LIC MF Flexi Cap Fund-Direct Plan-Growth,INF767K01EG3,
120156,Kotak Debt Hybrid - Quarterly Payout of Income Distribution cum capital withdrawal option - Direct,,
120265,Sahara Liquid Fund-Fixed Pricing - Direct - Weekly Dividend Option,,
120157,Kotak Large & Midcap Fund - IDCW-Direct,INF174K01LG7,INF174K01LH5
120266,Sahara Liquid Fund-Fixed Pricing -Direct - Monthly Dividend Option,,
120158,Kotak Large & Midcap Fund - Direct- Growth,INF174K01LF9,
120267,LIC MF Large Cap Fund-Direct Plan-Growth,INF767K01EJ7,
120159,Kotak Multi Asset Allocation Fund-Annual Dividend - Direct,,
120268,LIC MF Large Cap Fund-Direct Plan-IDCW,INF767K01EI9,INF767K01EK5
120160,Kotak Multi Asset Allocation Fund-Growth - Direct,,
120269,LIC MF ELSS Tax Saver-Direct Plan-IDCW,INF767K01EL3,INF767K01EN9
120161,Kotak Multi Asset Allocation Fund-Monthly Dividend - Direct,,
120270,LIC MF ELSS Tax Saver-Direct Plan-Growth,INF767K01EM1,
120162,Kotak Multi Asset Allocation Fund-Quarterly Dividend - Direct,,
120271,Sahara Liquid Fund-Variable Pricing -Direct - Daily Dividend option,,
120163,Kotak-Small Cap Fund - Payout of Income Distribution cum capital withdrawal option - Direct,INF174K01KU0,INF174K01KV8
120272,Sahara Liquid Fund-Variable Pricing -Direct - Weekly Dividend Option,,
120164,Kotak-Small Cap Fund - Growth - Direct,INF174K01KT2,
120273,Sahara Liquid Fund-Variable Pricing- Direct - Monthly Dividend Option,,
120165,Kotak Flexicap Fund - Payout of Income Distribution cum capital withdrawal option- Direct,INF174K01LQ6,INF174K01LR4
120274,LIC MF Conservative Hybrid Fund-Direct Plan-Quarterly IDCW,INF767K01EQ2,INF767K01ET6
120166,Kotak Flexicap Fund - Growth - Direct,INF174K01LS2,
120275,LIC MF Conservative Hybrid Fund-Direct Plan-Yearly IDCW,INF767K01ER0,INF767K01EU4
120167,Kotak Quarterly Interval Plan Series 1 - Dividend - Direct,,
120276,LIC MF Conservative Hybrid Fund-Direct Plan-Growth,INF767K01EO7,
120168,Kotak Quarterly Interval Plan Series 1 - Growth - Direct,,
120277,LIC MF Conservative Hybrid Fund-Direct Plan-Monthly IDCW,INF767K01EP4,INF767K01ES8
120169,Kotak Quarterly Interval Plan Series 2 - Dividend - Direct,,
120278,LIC MF Medium to Long Duration Fund-Direct Plan-IDCW,INF767K01EV2,INF767K01EX8
120170,Kotak Quarterly Interval Plan Series 2 - Growth - Direct,,
120279,LIC MF Medium to Long Duration Fund-Direct Plan-Growth,INF767K01EW0,
120171,Kotak Quarterly Interval Plan Series 3 - Dividend - Direct,,
120280,Sahara Liquid Fund-Variable Pricing -Direct - Growth option,,
120172,Kotak Quarterly Interval Plan Series 3 - Growth - Direct,,
120281,Sahara Gilt Fund-Dividend- Direct,,
120173,Kotak Quarterly Interval Plan Series 4 - Dividend - Direct,,
120282,LIC MF Gilt Fund-Direct Plan-Growth,INF767K01EZ3,
120174,Kotak Quarterly Interval Plan Series 4 - Growth - Direct,,
120283,LIC MF Gilt Fund-Direct Plan-IDCW,INF767K01EY6,INF767K01FA3
120175,Kotak Quarterly Interval Plan Series 5-Dividend - Direct,,
120284,Sahara Gilt Fund-Growth - Direct,,
120176,Kotak Quarterly Interval Plan Series 5-Growth - Direct,,
120285,LIC MF Children's Fund-Direct Plan-Growth,INF767K01FB1,
120177,IDFC FTP SERIES - 7 - Regular Plan - Growth,,
120288,Sahara Growth Fund-Dividend- Direct,,
120179,IDFC FTP SERIES - 7 - Regular Plan - Quarterly Dividend,,
120289,Sahara Growth Fund-Growth- Direct,,
