scheme_code,scheme_name,isin_growth,isin_div_reinvestment
107293,DSP BlackRock FMP - 3M - Series 2 - Regular Plan - Dividend,,
107218,ING Fixed Maturity Fund - Series XXXVII - Retail Plan - Bonus Option,,
107294,DSP BlackRock FMP - 3M - Series 2 - Regular Plan - Growth,,
107219,ING Fixed Maturity Fund - Series XXXVII - Institutional Plan - Growth Option,,
107295,DSP BlackRock FMP - 3M - Series 2 - Institutional Plan - Dividend,,
107220,ING Fixed Maturity Fund - Series XXXVII - Institutional Plan - Dividend Option,,
107296,DSP BlackRock FMP - 3M - Series 2 - Institutional Plan - Growth,,
107221,ING Fixed Maturity Fund - Series XXXVII - Institutional Plan - Bonus Option,,
107297,DSP BlackRock FMP - 15M - Series 1 - Regular Plan - Growth,,
107222,ING Fixed Maturity Fund - Series XXXVII - Retail Plan - Growth Option,,
107298,DSP BlackRock FMP - 15M - Series 1 - Regular Plan - Dividend,,
107223,ICICI Prudential Interval Fund II - Quarterly Interval Plan E - Retail Growth,,
107300,DSP BlackRock FMP - 15M - Series 1 - Institutional Plan - Growth,,
107224,ICICI Prudential Interval Fund II - Quarterly Interval Plan E - Retail Dividend,,
107301,JPMorgan India Mid and Small Cap Fund - Regular Plan - Growth Option,,
107225,UTI Fixed Income Interval Fund ( Half Yearly Plan-II)- Instn. Dividend Option,,
107302,JPMorgan India Mid and Small Cap Fund - Regular Plan - Dividend Option,,
107226,UTI FIIF Half Yearly Plan II - Regular Plan - IDCW,,
107303,DWS FIXED TERM FUND SERIES 39 GROWTH OPTION,,
107227,UTI Fixed Income Interval Fund ( Half Yearly Plan-II)- Instn. Growth Option,,
107305,DWS FIXED TERM FUND SERIES 39 - INSTITUTIONAL GROWTH,,
107228,UTI Fixed Income Interval Fund ( Half Yearly Plan-II)- Regular Plan - Growth Option,,
107306,DWS FIXED TERM FUND SERIES 39 - REGULAR DIVIDEND,,
107229,HSBC Fixed Term Series 41 - Inst. - Dividend,,
107307,Aditya Birla Sun Life Quarterly Interval Fund - Series 4 GROWTH,,
107230,HSBC Fixed Term Series 41 - Regular - Dividend,,
107308,Aditya Birla Sun Life Quarterly Interval Fund - Series 4 DIVIDEND,,
107231,HSBC Fixed Term Series 41 - Inst. - Growth,,
107309,ICICI Prudential Interval Fund II - Quarterly Interval Plan F - Retail Dividend,,
107232,HSBC Fixed Term Series 41 - Regular - Growth,,
107310,ICICI Prudential Interval Fund II - Quarterly Interval Plan F - Retail Growth,,
107233,Sahara Classic Fund- Growth Option,,
107313,Reliance Fixed Horizon Fund VI Series 1-Retail Plan-Growth Option,,
107234,Sahara Classic Fund- Dividend Option,,
107314,Reliance Fixed Horizon Fund VI Series 1- Institutional Plan- Growth Option,,
107235,REDEEMED-SBI DEBT FUND SERIES - 13 MONTHS - 6 (14/12/07) RETAIL DIVIDEND,,
107315,Reliance Fixed Horizon Fund VI Series 1-Institutional Plan-Dividend Option,,
107236,REDEEMED-SBI DEBT FUND SERIES - 13 MONTHS - 6 (14/12/07) RETAIL GROWTH,,
107316,Reliance Fixed Horizon Fund VI Series 1-Retail Plan-Dividend Option,,
107237,REDEEMED-SBI DEBT FUND SERIES - 13 MONTHS - 6 (14/12/07) INSTITUITIONAL DIVIDEND,,
107317,Reliance Fixed Horizon Fund IV Series 8-Retail Plan-Dividend Option,,
107238,REDEEMED-SBI DEBT FUND SERIES - 13 MONTHS - 6 (14/12/07) INSTITUTIONAL GROWTH,,
107318,Reliance Fixed Horizon Fund IV Series 8-Retail Plan-Growth Option,,
107239,Religare Quarterly Interval Fund - Plan E -Dividend,,
107319,Reliance Fixed Horizon Fund IV Series 8-Institutional Plan-Dividend Option,,
107240,Religare Quarterly Interval Fund - Plan E -Growth,,
107320,Reliance Fixed Horizon Fund IV Series 8- Institutional Plan- Growth Option,,
107241,Birla Sun Life Quarterly Interval Fund- Series 3 - DIVIDEND,,
107322,ICICI Prudential FMP series 42 - 13 Mths Plan B - Institutional Growth Option,,
107242,Birla Sun Life Quarterly Interval Fund- Series 3 - GROWTH,,
107323,ICICI Prudential FMP series 42 - 13 Mths Plan B - Institutional Dividend Option,,
107243,Kotak FMP 17M Series 1 Retail - Dividend,,
107324,ICICI Prudential FMP series 42 - 13 Mths Plan B - Retail Growth Option,,
107244,Kotak FMP 17M Series 1 Retail - Growth,,
107325,Principal Money Manager Fund-Regular Plan-Daily Dividend Option,,
107326,Principal Money Manager Fund-Regular Plan-Weekly Dividend Option,,
107245,Kotak FMP 17M Series 1 Institutional- Growth,,
107246,Kotak FMP 17M Series 1 Institutional- Dividend,,
107327,Principal Money Manager Fund-Regular Plan-Monthly Dividend Option,,
107247,Franklin India Ultra Short Bond Fund - Retail - Growth,,
107328,Principal Ultra Short Term Fund-Growth Option,,
107248,Franklin India Ultra Short Bond Fund - Institutional - Growth,,
107329,Principal Ultra Short Term Fund-Daily Income Distribution CUM Capital Withdrawal Option,,
107249,Franklin India Ultra Short Bond Fund - Super Institutional - Growth,,
107330,Principal Ultra Short Term Fund-Monthly Income Distribution CUM Capital Withdrawal Option,,
107250,Franklin India Ultra Short Bond Fund - Super Institutional Plan - Daily - IDCW,,
107331,Principal Money Manager Fund-Regular Plan-Growth Option,,
107251,Franklin India Ultra Short Bond Fund - Institutional Plan - Daily - IDCW,,
107332,Principal Ultra Short Term Fund-Weekly Income Distribution CUM Capital Withdrawal Option,,
107252,Franklin India Ultra Short Bond Fund - Retail Plan - Daily - IDCW,,
107333,LICMF FIXED MATURITY PLAN SERIES 34 - DIVIDIDEND OPTION,,
107257,ICICI Prudential FMP series 39 - 16 Weeks Plan A - Retail Dividend Option,,
107334,LICMF FIXED MATURITY PLAN SERIES 34 - GROWTH OPTION,,
107335,LICMF FIXED MATURITY PLAN SERIES 38 -DIVIDEND OPTION,,
107258,ICICI Prudential FMP series 39 - 16 Weeks Plan A - Retail Growth Option,,
107336,LICMF FIXED MATURITY PLAN SERIES 38 - GROWTH OPTION,,
107259,HDFC FMP 90D DECEMBER 2007 - RETAIL PLAN GROWTH OPTION,,
107337,LIC NOMURA MF TOP 100 FUND - DIVIDEND OPTION,,
107260,HDFC FMP 90D DECEMBER 2007 - RETAIL PLAN DIVIDEND OPTION,,
107338,LIC NOMURA MF TOP 100 FUND - GROWTH OPTION,,
107261,HDFC FMP 90D DECEMBER 2007 - WHOLESALE PLAN GROWTH OPTION,,
107339,ING Global Real Estate Fund - Retail Plan - Dividend Option,,
107262,HDFC FMP 90D DECEMBER 2007 - WHOLESALE PLAN DIVIDEND OPTION,,
107340,ING Global Real Estate Fund - Retail Plan- Bonus Option,,
107263,HDFC FMP 18M DECEMBER 2007 WHOLESALE PLAN - GROWTH OPTION,,
107341,ING Global Real Estate Fund - Retail Plan Growth Option,,
107265,HDFC FMP 18M DECEMBER 2007 RETAIL PLAN - GROWTH OPTION,,
107342,JM Fixed Maturity Fund - Series VII - 15 Months plan 1 (JM FMF - VII - 15M1) - Regular plan - Dividend option,,
107266,HDFC FMP 18M DECEMBER 2007 RETAIL PLAN - NORMAL DIVIDEND OPTION,,
107343,JM Fixed Maturity Fund - Series VII - 15 Months plan 1 (JM FMF - VII - 15M1) - Institutional plan - Dividend option,,
107267,HDFC FMP 18M DECEMBER 2007 RETAIL PLAN - QUARTERLY DIVIDEND OPTION,,
107344,JM Fixed Maturity Fund - Series VII - 15 Months plan 1 (JM FMF - VII - 15M1) - Regular plan - Growth option,,
107269,HDFC FMP 181D DECEMBER 2007 - RETAIL PLAN GROWTH OPTION,,
107345,JM Fixed Maturity Fund - Series VII - 15 Months plan 1 (JM FMF - VII - 15M1) - Institutional plan - Growth option,,
107271,HDFC FMP 181D DECEMBER 2007 - WHOLESALE PLAN DIVIDEND OPTION,,
107346,JM Interval Fund - Quarterly plan 2 (JM QIF - 2) - Regular plan - Dividend option,,
107272,HDFC FMP 181D DECEMBER 2007 - RETAIL PLAN DIVIDEND OPTION,,
107347,JM Interval Fund - Quarterly plan 2 (JM QIF - 2) - Regular plan - Growth option,,
107273,Religare Quarterly Interval Fund - Plan F -Dividend,,
107348,JM Interval Fund - Quarterly plan 2 (JM QIF - 2) - Institutional plan - Growth option,,
107274,Religare Quarterly Interval Fund - Plan F -Growth,,
107349,JM Interval Fund - Quarterly plan 2 (JM QIF - 2) - Institutional plan - Dividend option,,
107275,JM Interval Fund - Quarterly plan 1 (JM QIF - 1) - Regular plan - Growth option,,
107350,Sundaram Energy Opportunities Fund Dividend,,
107276,JM Interval Fund - Quarterly plan 1 (JM QIF - 1) - Regular plan - Dividend option,,
107351,Sundaram Energy Opportunities Fund Growth,,
107277,JM Interval Fund - Quarterly plan 1 (JM QIF - 1) - Institutional plan - Growth option,,
107352,Invesco India Multicap Fund - Regular Plan - IDCW (Payout / Reinvestment),INF205K01DO0,INF205K01DP7
107353,Invesco India Multicap Fund - Regular Plan - Growth Option,INF205K01DN2,
107278,JM Interval Fund - Quarterly plan 1 (JM QIF - 1) - Institutional plan - Dividend option,,
107279,Birla Sun Life Fixed Term Plan - Series AG - INSTITUTIONAL DIVIDEND,,
107354,DSP BlackRock Technology.com   Fund - Regular Plan - Dividend,,
107280,Birla Sun Life Fixed Term Plan - Series AG - RETAIL DIVIDEND,,
107355,ICICI Prudential FMP series 42 - 13 Mths Plan C - Retail Dividend Option,,
107281,Birla Sun Life Fixed Term Plan - Series AG - RETAIL GROWTH,,
107356,ICICI Prudential FMP series 42 - 13 Mths Plan C - Retail Growth Option,,
107282,Birla Sun Life Fixed Term Plan - Series AG - INSTITUTIONAL GROWTH,,
107358,ICICI Prudential FMP series 42 - 13 Mths Plan C - Institutional Growth Option,,
107283,Birla Sun Life Fixed Term Plan - Series AH - RETAIL DIVIDEND,,
107359,AMRO Interval Fund - Quarterly Plan K - Monthly Dividend Option - Automatic Redemption,,
107284,Birla Sun Life Fixed Term Plan - Series AH - INSTITUTIONAL DIVIDEND,,
107360,AMRO Interval Fund - Quarterly Plan K - Interval Period Dividend Option - Automatic Renewal,,
107285,Birla Sun Life Fixed Term Plan - Series AH - RETAIL GROWTH,,
107361,AMRO Interval Fund - Quarterly Plan K - Quarterly Dividend Option- Automatic Renewal,,
107286,Birla Sun Life Fixed Term Plan - Series AH - INSTITUTIONAL GROWTH,,
107362,AMRO Interval Fund - Quarterly Plan K - Monthly Dividend Option - Automatic Renewal,,
107287,JM ELSS Tax Saver Fund (Regular) - IDCW,INF192K01643,
107363,AMRO Interval Fund - Quarterly Plan K - Interval Period Dividend Option - Automatic Redemption,,
107288,JM ELSS Tax Saver Fund (Regular) - Growth option,INF192K01650,
107364,AMRO Interval Fund - Quarterly Plan K - Growth Option - Automatic Redemption,,
107290,ICICI Prudential FMP series 41 - 16 Mths Plan - Institutional Growth Option,,
107365,AMRO Interval Fund - Quarterly Plan K - Quarterly Dividend Option- Automatic Redemption,,
107291,ICICI Prudential FMP series 41 - 16 Mths Plan - Retail Growth Option,,
107366,AMRO Interval Fund - Quarterly Plan K - Growth Option - Automatic Renewal,,
107292,ICICI Prudential FMP series 41 - 16 Mths Plan - Retail Dividend Option,,
107367,ABN AMRO Short Term Income Fund-Regular Plan-Quarterly Dividend Option,,
107293,DSP BlackRock FMP - 3M - Series 2 - Regular Plan - Dividend,,
107368,ABN AMRO Short Term Income Fund-Institutional Plan-Quarterly Dividend Option,,
107294,DSP BlackRock FMP - 3M - Series 2 - Regular Plan - Growth,,
107369,ABN AMRO Short Term Income Fund-Institutional Plus Plan-Quarterly Dividend Option,,
107295,DSP BlackRock FMP - 3M - Series 2 - Institutional Plan - Dividend,,
107370,ICICI Prudential FMP series 39 - 3 Mths Plan B - Retail Dividend Option,,
107296,DSP BlackRock FMP - 3M - Series 2 - Institutional Plan - Growth,,
107371,ICICI Prudential FMP series 39 - 3 Mths Plan B - Retail Growth Option,,
107297,DSP BlackRock FMP - 15M - Series 1 - Regular Plan - Growth,,
107372,ICICI Prudential FMP series 39 - 3 Mths Plan C - Retail Dividend Option,,
107298,DSP BlackRock FMP - 15M - Series 1 - Regular Plan - Dividend,,
107373,ICICI Prudential FMP series 39 - 3 Mths Plan C - Retail Growth Option,,
107300,DSP BlackRock FMP - 15M - Series 1 - Institutional Plan - Growth,,
107374,ICICI Prudential Fusion Fund Series-III - Institutional Growth Plan,,
107301,JPMorgan India Mid and Small Cap Fund - Regular Plan - Growth Option,,
107375,ICICI Prudential Fusion Fund Series-III - Retail Dividend Plan,,
107302,JPMorgan India Mid and Small Cap Fund - Regular Plan - Dividend Option,,
107376,ICICI Prudential Fusion Fund Series-III - Retail Growth Plan,,
107303,DWS FIXED TERM FUND SERIES 39 GROWTH OPTION,,
107377,ICICI Prudential Fusion Fund Series-III - Institutional Dividend Plan,,
107305,DWS FIXED TERM FUND SERIES 39 - INSTITUTIONAL GROWTH,,
107378,ICICI Prudential FMP series 33 - Plan A - Retail Cumulative Option,,
107306,DWS FIXED TERM FUND SERIES 39 - REGULAR DIVIDEND,,
107379,ICICI Prudential FMP series 33 - Plan A - Retail Dividend Option,,
107307,Aditya Birla Sun Life Quarterly Interval Fund - Series 4 GROWTH,,
107380,DWS CASH OPPORTUNITIES FUND INSTITUTIONAL -GR,,
107308,Aditya Birla Sun Life Quarterly Interval Fund - Series 4 DIVIDEND,,
107382,DWS CASH OPPORTUNITIES FUND INSTITUTIONAL - MONTHLY DIV,,
107309,ICICI Prudential Interval Fund II - Quarterly Interval Plan F - Retail Dividend,,
107383,Birla Sun Life Quarterly Interval Fund - Series 5 GROWTH,,
107310,ICICI Prudential Interval Fund II - Quarterly Interval Plan F - Retail Growth,,
107384,Birla Sun Life Quarterly Interval Fund - Series 5 DIVIDEND,,
107313,Reliance Fixed Horizon Fund VI Series 1-Retail Plan-Growth Option,,
107385,ICICI Prudential FMP series 42 - 16 Mths Plan - Institutional Growth Option,,
107314,Reliance Fixed Horizon Fund VI Series 1- Institutional Plan- Growth Option,,
107386,ICICI Prudential FMP series 42 - 16 Mths Plan - Retail Growth Option,,
107315,Reliance Fixed Horizon Fund VI Series 1-Institutional Plan-Dividend Option,,
107387,ICICI Prudential FMP series 42 - 16 Mths Plan - Retail Dividend Option,,
107316,Reliance Fixed Horizon Fund VI Series 1-Retail Plan-Dividend Option,,
107388,ICICI Prudential FMP series 42 - 16 Mths Plan - Institutional Dividend Option,,
107317,Reliance Fixed Horizon Fund IV Series 8-Retail Plan-Dividend Option,,
107389,Religare FMP-15M-Sr-II-Retail-Dividend Reinvestment,,
107318,Reliance Fixed Horizon Fund IV Series 8-Retail Plan-Growth Option,,
107390,Religare FMP-15M-Sr-II-Retail-Growth,,
107319,Reliance Fixed Horizon Fund IV Series 8-Institutional Plan-Dividend Option,,
107391,Religare FMP-15M-Sr-II-Institutional-Dividend Reinvestment,,
107320,Reliance Fixed Horizon Fund IV Series 8- Institutional Plan- Growth Option,,
107392,Religare FMP-15M-Sr-II-Institutional-Growth,,
107322,ICICI Prudential FMP series 42 - 13 Mths Plan B - Institutional Growth Option,,
107393,Kotak Indo World Infrastructure Fund  - Dividend,,
107323,ICICI Prudential FMP series 42 - 13 Mths Plan B - Institutional Dividend Option,,
107394,Kotak Indo World Infrastructure Fund  - Growth,,
107324,ICICI Prudential FMP series 42 - 13 Mths Plan B - Retail Growth Option,,
107395,Kotak FMP 16M Series 2 Retail Plan - Dividend,,
107325,Principal Money Manager Fund-Regular Plan-Daily Dividend Option,,
107396,Kotak FMP 16M Series 2 Institutional Plan - Dividend,,
107326,Principal Money Manager Fund-Regular Plan-Weekly Dividend Option,,
107397,Kotak FMP 16M Series 2 Institutional Plan - Growth,,
107327,Principal Money Manager Fund-Regular Plan-Monthly Dividend Option,,
107398,Kotak FMP 16M Series 2 Retail Plan - Growth,,
107328,Principal Ultra Short Term Fund-Growth Option,,
107399,DBS Chola Interval Income Fund - Quarterly Plan B (Retail Plan - Dividend Option),,
107329,Principal Ultra Short Term Fund-Daily Income Distribution CUM Capital Withdrawal Option,,
107400,DBS Chola Interval Income Fund - Quarterly Plan B (Retail Plan - Cumulative Option),,
107330,Principal Ultra Short Term Fund-Monthly Income Distribution CUM Capital Withdrawal Option,,
107401,DBS Chola Interval Income Fund - Quarterly Plan B (Institutional Plan - Dividend Option),,
107331,Principal Money Manager Fund-Regular Plan-Growth Option,,
107402,DBS Chola Interval Income Fund - Quarterly Plan B (Institutional Plan - Cumulative Option),,
107332,Principal Ultra Short Term Fund-Weekly Income Distribution CUM Capital Withdrawal Option,,
107403,DBS Chola Small Cap Fund -Dividend Option,,
107333,LICMF FIXED MATURITY PLAN SERIES 34 - DIVIDIDEND OPTION,,
107404,DBS Chola Small Cap Fund-Cumulative Option,,
107334,LICMF FIXED MATURITY PLAN SERIES 34 - GROWTH OPTION,,
107405,PineBridge Infrastructure & Economic Reform Fund - Standard Plan-Growth,,
107335,LICMF FIXED MATURITY PLAN SERIES 38 -DIVIDEND OPTION,,
107406,PineBridge Infrastructure & Economic Reform Fund - Institutional Plan-Growth,,
107336,LICMF FIXED MATURITY PLAN SERIES 38 - GROWTH OPTION,,
107407,PineBridge Infrastructure & Economic Reform Fund - Institutional Plan-Dividend,,
107337,LIC NOMURA MF TOP 100 FUND - DIVIDEND OPTION,,
107408,PineBridge Infrastructure & Economic Reform Fund - Standard Plan-Dividend,,
107338,LIC NOMURA MF TOP 100 FUND - GROWTH OPTION,,
107409,JM Focused Fund (Regular) - IDCW,INF192K01551,INF192K01569
107339,ING Global Real Estate Fund - Retail Plan - Dividend Option,,
107410,JM Focused Fund (Regular) - Growth Option,INF192K01577,
107340,ING Global Real Estate Fund - Retail Plan- Bonus Option,,
107411,Religare FMP-3M-Sr-XXII-Growth,,
107341,ING Global Real Estate Fund - Retail Plan Growth Option,,
107412,Religare FMP-3M-Sr-XXII-Dividend,,
107342,JM Fixed Maturity Fund - Series VII - 15 Months plan 1 (JM FMF - VII - 15M1) - Regular plan - Dividend option,,
107413,UTI Fixed Term Income Fund Jan 2008-Plan 1 (15 Months) - Growth Option,,
107343,JM Fixed Maturity Fund - Series VII - 15 Months plan 1 (JM FMF - VII - 15M1) - Institutional plan - Dividend option,,
107414,UTI Fixed Term Income Fund Jan 2008-Plan 1 (15 Months) - Instn Growth Option,,
107344,JM Fixed Maturity Fund - Series VII - 15 Months plan 1 (JM FMF - VII - 15M1) - Regular plan - Growth option,,
107415,UTI Fixed Term Income Fund Jan 2008-Plan 1 (15 Months) - Dividend Option,,
107345,JM Fixed Maturity Fund - Series VII - 15 Months plan 1 (JM FMF - VII - 15M1) - Institutional plan - Growth option,,
107416,UTI Fixed Term Income Fund Jan 2008-Plan 1 (15 Months) - Instn Dividend Option,,
107346,JM Interval Fund - Quarterly plan 2 (JM QIF - 2) - Regular plan - Dividend option,,
107417,AMRO Interval Fund - Quarterly Plan L - Interval Period Dividend Option - Automatic Redemption,,
107347,JM Interval Fund - Quarterly plan 2 (JM QIF - 2) - Regular plan - Growth option,,
107418,AMRO Interval Fund - Quarterly Plan L - Calendar Quarterly Dividend Option- Automatic Redemption,,
107348,JM Interval Fund - Quarterly plan 2 (JM QIF - 2) - Institutional plan - Growth option,,
107349,JM Interval Fund - Quarterly plan 2 (JM QIF - 2) - Institutional plan - Dividend option,,
107419,AMRO Interval Fund - Quarterly Plan L - Growth Option - Automatic Redemption,,
107350,Sundaram Energy Opportunities Fund Dividend,,
107420,AMRO Interval Fund - Quarterly Plan L - Interval Period Dividend Option - Automatic Renewal,,
107351,Sundaram Energy Opportunities Fund Growth,,
107421,AMRO Interval Fund - Quarterly Plan L - Calendar  Quarterly Dividend Option- Automatic Renewal,,
107352,Invesco India Multicap Fund - Regular Plan - IDCW (Payout / Reinvestment),INF205K01DO0,INF205K01DP7
107422,AMRO Interval Fund - Quarterly Plan L - Growth Option - Automatic Renewal,,
107423,AMRO Interval Fund - Quarterly Plan L - Calendar  Monthly Dividend Option - Automatic Renewal,,
107353,Invesco India Multicap Fund - Regular Plan - Growth Option,INF205K01DN2,
107424,AMRO Interval Fund - Quarterly Plan L - Calendar  Monthly Dividend Option - Automatic Redemption,,
107354,DSP BlackRock Technology.com   Fund - Regular Plan - Dividend,,
107425,Reliance Fixed Horizon Fund - VII - Series 1-Institutional Plan-Dividend Option,,
107355,ICICI Prudential FMP series 42 - 13 Mths Plan C - Retail Dividend Option,,
107426,Reliance Fixed Horizon Fund - VII - Series 1-Retail Plan-Growth Option,,
107356,ICICI Prudential FMP series 42 - 13 Mths Plan C - Retail Growth Option,,
107427,Reliance Fixed Horizon Fund - VII - Series 1-Institutional Plan-Growth Option,,
107358,ICICI Prudential FMP series 42 - 13 Mths Plan C - Institutional Growth Option,,
107428,Reliance Fixed Horizon Fund - VII - Series 1-Retail Plan-Dividend Option,,
107359,AMRO Interval Fund - Quarterly Plan K - Monthly Dividend Option - Automatic Redemption,,
107429,Birla Sun Life Quarterly Interval Fund - Series 6 DIVIDEND,,
107360,AMRO Interval Fund - Quarterly Plan K - Interval Period Dividend Option - Automatic Renewal,,
107430,Birla Sun Life Quarterly Interval Fund - Series 6 GROWTH,,
107361,AMRO Interval Fund - Quarterly Plan K - Quarterly Dividend Option- Automatic Renewal,,
107431,UTI - Infrastructure Advantage Fund -Dividend Option,,
107432,UTI - Infrastructure Advantage Fund - Growth Option,,
107362,AMRO Interval Fund - Quarterly Plan K - Monthly Dividend Option - Automatic Renewal,,
107433,Canara Robeco Interval Scheme- Monthly Interval Fund- Retail  Plan- Growth Option,,
107363,AMRO Interval Fund - Quarterly Plan K - Interval Period Dividend Option - Automatic Redemption,,
107435,Canara Robeco Interval Scheme- Monthly Interval Fund- Institutional Plan- Dividend Option,,
107364,AMRO Interval Fund - Quarterly Plan K - Growth Option - Automatic Redemption,,
107436,Canara Robeco Interval Scheme- Monthly Interval Fund- Institutional Plan- Growth Option,,
107365,AMRO Interval Fund - Quarterly Plan K - Quarterly Dividend Option- Automatic Redemption,,
107437,Canara Robeco Interval Scheme- Monthly Interval Fund- Retail  Plan- Dividend Option,,
107366,AMRO Interval Fund - Quarterly Plan K - Growth Option - Automatic Renewal,,
107439,Canara Robeco Interval Scheme- Quarterly Interval Fund- Retail Plan- Growth Option,,
107367,ABN AMRO Short Term Income Fund-Regular Plan-Quarterly Dividend Option,,
107442,Canara Robeco Interval Scheme- Quarterly Interval Fund- Institutional Plan- Dividend Option,,
107368,ABN AMRO Short Term Income Fund-Institutional Plan-Quarterly Dividend Option,,
107443,Canara Robeco Interval Scheme- Quarterly Interval Fund- Retail Plan- Dividend Option,,
107369,ABN AMRO Short Term Income Fund-Institutional Plus Plan-Quarterly Dividend Option,,
107444,Canara Robeco Interval Scheme- Quarterly Interval Fund- Institutional Plan- Growth Option,,
107370,ICICI Prudential FMP series 39 - 3 Mths Plan B - Retail Dividend Option,,
107445,ABN AMRO FIXED TERM PLAN - SERIES 10 - PLAN B - Instl Plan - Calendar Monthly Dividend Option,,
107371,ICICI Prudential FMP series 39 - 3 Mths Plan B - Retail Growth Option,,
107446,ABN AMRO FIXED TERM PLAN - SERIES 10 -  PLAN B - Instl Plan - Calendar Yearly Dividend Option,,
107372,ICICI Prudential FMP series 39 - 3 Mths Plan C - Retail Dividend Option,,
107447,ABN AMRO FIXED TERM PLAN - SERIES 10 - PLAN B - Instl Plan - Dividend on Maturity Option,,
107373,ICICI Prudential FMP series 39 - 3 Mths Plan C - Retail Growth Option,,
107448,ABN AMRO FIXED TERM PLAN - SERIES 10 -  PLAN B - Instl Plan - Growth Option.,,
107374,ICICI Prudential Fusion Fund Series-III - Institutional Growth Plan,,
107449,ABN AMRO FIXED TERM PLAN - SERIES 10 - PLAN B - Regular Plan - Calendar Monthly Dividend Option,,
107375,ICICI Prudential Fusion Fund Series-III - Retail Dividend Plan,,
107450,ABN AMRO FIXED TERM PLAN - SERIES 10 -  PLAN B - Regular Plan - Calendar Yearly Dividend Option,,
107376,ICICI Prudential Fusion Fund Series-III - Retail Growth Plan,,
107451,ABN AMRO FIXED TERM PLAN - SERIES 10 - PLAN B - Regular Plan - Dividend on Maturity Option,,
107377,ICICI Prudential Fusion Fund Series-III - Institutional Dividend Plan,,
107452,ABN AMRO FIXED TERM PLAN - SERIES 10 -  PLAN B - Regular Plan - Growth Option.,,
107378,ICICI Prudential FMP series 33 - Plan A - Retail Cumulative Option,,
107453,ABN AMRO FIXED TERM PLAN - SERIES 10 -  PLAN B - Instl Plan - Calendar Quarterly Dividend Option,,
107379,ICICI Prudential FMP series 33 - Plan A - Retail Dividend Option,,
107454,ABN AMRO FIXED TERM PLAN - SERIES 10 -  PLAN B - Instl Plan - Calendar Half Yearly  Dividend Option,,
107380,DWS CASH OPPORTUNITIES FUND INSTITUTIONAL -GR,,
107455,ABN AMRO FIXED TERM PLAN - SERIES 10 -  PLAN B - Regular Plan - Calendar Quarterly Dividend Option,,
107382,DWS CASH OPPORTUNITIES FUND INSTITUTIONAL - MONTHLY DIV,,
107456,ABN AMRO FIXED TERM PLAN - SERIES 10 -  PLAN B - Regular Plan - Calendar Half Yearly  Dividend Option,,
107383,Birla Sun Life Quarterly Interval Fund - Series 5 GROWTH,,
107457,Religare FMP-3M-Sr-XXIII-Dividend,,
107384,Birla Sun Life Quarterly Interval Fund - Series 5 DIVIDEND,,
107458,Religare FMP-3M-Sr-XXIII-Growth,,
107385,ICICI Prudential FMP series 42 - 16 Mths Plan - Institutional Growth Option,,
107459,Tata Fixed Investment Plan - 1 Scheme A - Regular Plan - Growth,,
107386,ICICI Prudential FMP series 42 - 16 Mths Plan - Retail Growth Option,,
107460,Tata Fixed Investment Plan - 1 Scheme A - Regular Plan - Periodic Dividend,,
107387,ICICI Prudential FMP series 42 - 16 Mths Plan - Retail Dividend Option,,
107461,Tata Fixed Investment Plan - 1 Scheme A - Institutional Plan - Growth,,
107388,ICICI Prudential FMP series 42 - 16 Mths Plan - Institutional Dividend Option,,
107462,Tata Fixed Investment Plan - 1 Scheme A - Institutional Plan - Periodic Dividend,,
107389,Religare FMP-15M-Sr-II-Retail-Dividend Reinvestment,,
107471,Invesco India Gilt Fund - Regular Plan - Monthly IDCW (Reinvestment),,INF205K01SS9
107390,Religare FMP-15M-Sr-II-Retail-Growth,,
107472,Invesco India Gilt Fund - Regular Plan - Quarterly IDCW (Payout / Reinvestment),INF205K01ST7,INF205K01SU5
107391,Religare FMP-15M-Sr-II-Institutional-Dividend Reinvestment,,
107473,Religare Invesco GILT Fund - Long Duration Plan - Institutional - MonthlyDividend,,
107392,Religare FMP-15M-Sr-II-Institutional-Growth,,
107475,Religare Invesco GILT Fund - Long Duration Plan - Institutional-Growth,,
107393,Kotak Indo World Infrastructure Fund  - Dividend,,
107476,Invesco India Gilt Fund - Regular Plan - Annual IDCW (Payout / Reinvestment),INF205K01SJ8,INF205K01SK6
107394,Kotak Indo World Infrastructure Fund  - Growth,,
107477,Invesco India Gilt Fund - Regular Plan - Growth,INF205K01SR1,
107395,Kotak FMP 16M Series 2 Retail Plan - Dividend,,
107479,Religare Invesco GILT Fund - Short Duration Plan - Weekly Dividend,,
107396,Kotak FMP 16M Series 2 Institutional Plan - Dividend,,
107480,Religare Invesco GILT Fund - Short Duration Plan - Monthly Dividend,,
107397,Kotak FMP 16M Series 2 Institutional Plan - Growth,,
107481,Religare Invesco GILT Fund - Short Duration Plan - Growth,,
107398,Kotak FMP 16M Series 2 Retail Plan - Growth,,
107482,Religare Invesco GILT Fund - Short Duration Plan - Institutional - Weekly Dividend,,
107399,DBS Chola Interval Income Fund - Quarterly Plan B (Retail Plan - Dividend Option),,
107484,Religare Invesco GILT Fund - Short Duration Plan - Institutional - Growth,,
107400,DBS Chola Interval Income Fund - Quarterly Plan B (Retail Plan - Cumulative Option),,
107485,Kotak Quarterly Interval Plan Series 5-Growth,,
